erp_entry_id,reference,posting_date,amount,currency,vendor_name,gl_account,status
ERP-301256,REF-682209,20-01-2026,3394.86,EUR,"Johnson, Phillips and Brown",2001,booked
ERP-301257,REF-363417,15-03-2026,14336.6,EUR,Orozco Ltd,2001,booked
ERP-301258,REF-656213,27-04-2026,20040.73,USD,Beard-Cooper,4010,booked
ERP-301259,REF-739277,16-02-2026,7160.43,EUR,Jones-Turner,3050,booked
ERP-301260,REF-639285,31-03-2026,19673.03,GBP,Spears-Beck,4010,booked
ERP-301261,REF-203449,27-01-2026,20970.13,EUR,"Drake, Torres and Murray",2002,booked
ERP-301262,REF-479389,16-04-2026,7390.15,USD,"Rodriguez, Evans and Patterson",2001,booked
ERP-301263,REF-812307,02-03-2026,24517.88,USD,Hunt-Whitney,3050,booked
ERP-301264,REF-620512,23-02-2026,17589.09,USD,Crawford Ltd,2001,booked
ERP-301265,REF-738084,07-03-2026,13956.71,EUR,Goodwin-Martinez,4010,booked
ERP-301266,REF-518537,17-03-2026,9979.88,USD,Lane-Hines,2001,booked
ERP-301267,REF-967717,25-03-2026,12780.82,USD,Thornton and Sons,2002,booked
ERP-301268,REF-990804,26-03-2026,5616.99,GBP,"Liu, Parsons and Delacruz",2002,booked
ERP-301269,REF-824059,15-02-2026,24913.68,USD,"Taylor, Zavala and Bates",3050,booked
ERP-301270,REF-774976,17-01-2026,11013.46,USD,Robinson Group,2001,booked
ERP-301271,REF-783043,07-01-2026,7801.3,EUR,Reynolds-Torres,4010,booked
ERP-301272,,10-03-2026,21961.58,EUR,Hays-Dalton,2002,booked
ERP-301273,REF-953963,08-02-2026,20489.58,EUR,Gardner-Hayes,2002,booked
ERP-301274,REF-560515,26-03-2026,15045.46,GBP,Rivera-Stanley,2002,booked
ERP-301275,REF-996046,18-02-2026,5685.31,EUR,Anderson LLC,4010,booked
ERP-301276,REF-285268,19-02-2026,21167.81,GBP,Howard LLC,4010,booked
ERP-301277,REF-273628,25-04-2026,98.36,USD,White-Wilson,4010,booked
ERP-301278,REF-689774,15-04-2026,17483.79,USD,Howard LLC,2001,booked
ERP-301279,REF-885489,30-04-2026,20302.4,EUR,Mitchell-Byrd,4010,booked
ERP-301280,REF-428673,18-01-2026,10901.8,USD,Joseph Group,2001,booked
ERP-301281,REF-680624,24-02-2026,1832.45,USD,Robinson and Sons,3050,booked
ERP-301282,REF-914601,01-02-2026,696.87,USD,Brown LLC,4010,booked
ERP-301283,REF-886891,11-04-2026,5474.18,GBP,Austin-Bonilla,3050,booked
ERP-301284,REF-931324,29-04-2026,15206.2,USD,"Ramirez, Hernandez and Fox",4010,booked
ERP-301285,REF-661977,27-04-2026,12040.75,USD,Shaw-Decker,3050,booked
ERP-301286,REF-197302,15-02-2026,14516.98,USD,Schneider Ltd,3050,booked
ERP-301287,REF-199361,24-02-2026,6115.41,EUR,Perez-Neal,2001,booked
ERP-301288,REF-532592,10-03-2026,6273.01,EUR,"Berry, Rios and Marshall",2001,booked
ERP-301289,,19-01-2026,10178.49,GBP,"Malone, Bell and Bryant",4010,booked
ERP-301290,REF-829153,27-04-2026,21860.11,GBP,Charles-Butler,3050,booked
ERP-301291,REF-120020,19-01-2026,8010.97,GBP,Coffey-Howell,2002,booked
ERP-301292,REF-797134,24-01-2026,21729.8,GBP,Allen and Sons,2001,booked
ERP-301293,REF-290353,16-02-2026,4831.27,GBP,Bryant LLC,4010,booked
ERP-301294,REF-931574,24-02-2026,7477.57,EUR,Fletcher-Pruitt,2002,booked
ERP-301295,REF-755450,23-03-2026,6936.28,GBP,"Walker, Garcia and Mcguire",2001,booked
ERP-301296,REF-925789,17-02-2026,6706.09,EUR,Mata Inc,4010,booked
ERP-301297,REF-854638,25-02-2026,19441.93,EUR,"Garner, Lawson and Richard",2002,booked
ERP-301298,REF-264263,11-01-2026,7462.81,EUR,Moore LLC,3050,booked
ERP-301299,REF-705815,27-03-2026,12517.78,EUR,Zimmerman Group,2001,booked
ERP-301300,REF-584342,30-03-2026,2560.12,GBP,Lopez-Stout,2001,booked
ERP-301301,REF-388461,04-04-2026,13909.4,USD,Pennington PLC,2002,booked
ERP-301302,REF-887116,14-02-2026,9730.3,GBP,"Thompson, Cooper and Young",2001,booked
ERP-301303,REF-533703,24-03-2026,24837.06,USD,"Smith, Guerra and Holmes",2001,booked
ERP-301304,REF-466901,22-01-2026,845.72,EUR,Gallegos-Stewart,4010,booked
ERP-301305,REF-386923,29-03-2026,20834.94,GBP,"Peterson, Hood and Arroyo",2001,booked
ERP-301306,REF-786243,16-03-2026,2615.64,USD,"Molina, Wells and Bright",2001,booked
ERP-301307,REF-175868,06-04-2026,10119.85,GBP,King LLC,2002,booked
ERP-301308,REF-803908,14-03-2026,1890.31,USD,Gonzalez-Mcdaniel,2001,booked
ERP-301309,REF-814966,16-03-2026,5101.87,USD,"Evans, Conway and Hall",2001,booked
ERP-301310,REF-762700,19-04-2026,3334.69,GBP,Jones-Turner,4010,booked
ERP-301311,REF-926925,12-03-2026,4708.37,USD,"Johnson, Meyer and Hanna",2001,booked
ERP-301312,REF-451813,28-04-2026,1926.48,USD,"Hobbs, Blanchard and Porter",4010,booked
ERP-301313,REF-763745,18-01-2026,18496.35,USD,"Malone, Bell and Bryant",3050,booked
ERP-301314,REF-132113,08-01-2026,12679.42,GBP,Mann Group,2002,booked
ERP-301315,REF-263643,28-02-2026,11220.16,GBP,Richard LLC,3050,booked
ERP-301316,REF-496438,15-04-2026,2803.01,USD,Dickson-Padilla,2001,booked
ERP-301317,REF-662349,18-01-2026,16816.09,USD,Lee-Taylor,2002,booked
ERP-301318,REF-442613,02-03-2026,7115.61,GBP,"Yu, Nguyen and Wood",2001,booked
ERP-301319,REF-131144,27-03-2026,17620.66,USD,Pierce Inc,3050,booked
ERP-301320,REF-896048,18-03-2026,23913.65,GBP,Reynolds LLC,2001,booked
ERP-301321,REF-682662,02-03-2026,23247.63,EUR,"Jackson, Romero and Mendez",2001,booked
ERP-301322,REF-713608,13-03-2026,16850.37,USD,Moore LLC,3050,booked
ERP-301323,REF-831772,09-02-2026,22876.29,EUR,"Roberts, Frazier and Smith",4010,booked
ERP-301324,REF-447665,19-02-2026,393.95,USD,Gordon-Roberts,2001,booked
ERP-301325,REF-475090,18-01-2026,7488.55,GBP,Welch-Peck,2002,booked
ERP-301326,REF-808116,06-02-2026,8094.64,USD,"Bryant, Harrison and Carter",3050,booked
ERP-301327,,11-02-2026,8566.65,EUR,Gallegos-Stewart,2002,booked
ERP-301328,REF-728918,28-03-2026,5560.04,USD,"Taylor, Zavala and Bates",2002,booked
ERP-301329,REF-823683,26-04-2026,15137.39,EUR,"Short, Moore and Douglas",3050,booked
ERP-301330,REF-525847,26-04-2026,17120.31,GBP,"Curry, Wolfe and Ramirez",2001,booked
ERP-301331,REF-258569,24-01-2026,7569.21,EUR,Buckley and Sons,2002,booked
ERP-301332,REF-204280,25-02-2026,17725.61,GBP,"Wilson, Robertson and Gonzalez",2002,booked
ERP-301333,REF-942846,04-04-2026,5691.94,EUR,Hammond Ltd,4010,booked
ERP-301334,REF-410072,20-03-2026,345.89,GBP,Peterson LLC,4010,booked
ERP-301335,REF-127790,17-01-2026,16211.36,EUR,Smith and Sons,4010,booked
ERP-301336,REF-548348,22-03-2026,625.41,GBP,Gonzalez-Mcdaniel,3050,booked
ERP-301337,REF-399962,11-01-2026,10366.77,EUR,"Hobbs, Blanchard and Porter",3050,booked
ERP-301338,REF-498562,19-04-2026,10947.91,GBP,"Ward, Garcia and Henry",2002,booked
ERP-301339,REF-131807,27-03-2026,1055.07,USD,Vincent-Mcclure,3050,booked
ERP-301340,REF-974955,04-03-2026,23578.1,USD,"Martinez, Henderson and Osborne",3050,booked
ERP-301341,REF-526556,09-02-2026,17711.24,USD,Hughes Inc,4010,booked
ERP-301342,REF-726290,23-01-2026,21898.51,GBP,Skinner Ltd,3050,booked
ERP-301343,REF-305398,11-04-2026,22528.33,USD,Rivera-Stanley,3050,booked
ERP-301344,REF-313502,04-01-2026,17460.41,USD,Farrell-Willis,3050,booked
ERP-301345,REF-519641,04-03-2026,7933.49,GBP,Spears-Beck,2002,booked
ERP-301346,REF-627831,07-02-2026,700.99,USD,Garcia Ltd,4010,booked
ERP-301347,REF-316893,31-03-2026,12481.66,GBP,White Group,2001,booked
ERP-301348,REF-751828,03-02-2026,2865.27,USD,"Brown, Middleton and Williams",3050,booked
ERP-301349,REF-151157,11-03-2026,19682.4,GBP,"Pena, Jones and Sanchez",3050,booked
ERP-301350,REF-647818,25-01-2026,1919.3,USD,"Davis, Kim and Ingram",3050,booked
ERP-301351,REF-981637,04-03-2026,9551.29,EUR,Anderson Inc,4010,booked
ERP-301352,REF-189325,15-01-2026,10621.72,GBP,Best Inc,2001,booked
ERP-301353,REF-298800,17-02-2026,8337.67,GBP,Ingram PLC,2002,booked
ERP-301354,,26-03-2026,7075.16,EUR,Smith-Gaines,2002,booked
ERP-301355,REF-265245,27-01-2026,186.34,GBP,"Wilson, Robertson and Gonzalez",4010,booked
ERP-301356,REF-670811,13-04-2026,2684.72,USD,Dickson-Padilla,4010,booked
ERP-301357,REF-896871,16-01-2026,11741.84,GBP,"Miller, Anderson and Padilla",2002,booked
ERP-301358,REF-302859,19-01-2026,1852.75,USD,"Yu, Nguyen and Wood",4010,booked
ERP-301359,REF-909375,14-02-2026,2730.7,EUR,Perez-Neal,3050,booked
ERP-301360,REF-847263,29-03-2026,23625.79,GBP,Wagner Ltd,3050,booked
ERP-301361,REF-152500,23-02-2026,17339.65,EUR,Jenkins-Henderson,2001,booked
ERP-301362,REF-687753,14-02-2026,12610.39,USD,"Kennedy, Lopez and Norton",2001,booked
ERP-301363,REF-522491,15-03-2026,15013.07,USD,"Rodriguez, Sutton and Santiago",4010,booked
ERP-301364,REF-482590,24-02-2026,17324.52,GBP,Lewis-Robinson,2002,booked
ERP-301365,REF-418970,12-01-2026,544.26,EUR,"Luna, Morris and Gill",2002,booked
ERP-301366,,19-04-2026,24709.09,EUR,Dickson-Gutierrez,4010,booked
ERP-301367,REF-424767,14-04-2026,13038.0,GBP,"Malone, Bell and Bryant",2001,booked
ERP-301368,REF-375263,29-04-2026,15550.4,USD,"Luna, Morris and Gill",4010,booked
ERP-301369,,08-02-2026,13009.82,EUR,"Roberts, Frazier and Smith",3050,booked
ERP-301370,REF-742643,02-01-2026,17029.99,USD,Brown and Sons,4010,booked
ERP-301371,REF-863859,07-04-2026,18342.83,EUR,Peters-Ward,4010,booked
ERP-301372,REF-192045,04-01-2026,13630.05,GBP,Robinson Group,2002,booked
ERP-301373,REF-956710,20-02-2026,11202.47,EUR,White Group,4010,booked
ERP-301374,REF-732565,11-02-2026,12019.8,USD,Perez-Neal,4010,booked
ERP-301375,REF-678222,03-03-2026,2756.28,EUR,Harvey Inc,3050,booked
ERP-301376,REF-783134,22-04-2026,13151.41,USD,Nguyen-White,2001,booked
ERP-301377,REF-229489,03-01-2026,19354.19,GBP,Lopez-Stout,3050,booked
ERP-301378,REF-992319,30-01-2026,3752.14,USD,White-Wilson,2002,booked
ERP-301379,REF-372170,18-01-2026,22619.85,GBP,Best Inc,3050,booked
ERP-301380,REF-152113,02-02-2026,22534.75,GBP,Garcia and Sons,4010,booked
ERP-301381,REF-639086,15-02-2026,22410.68,GBP,Gonzalez Inc,4010,booked
ERP-301382,REF-261750,31-01-2026,20751.01,GBP,Davis PLC,2002,booked
ERP-301383,REF-355700,08-02-2026,16430.76,GBP,Davis Group,3050,booked
ERP-301384,REF-580127,07-01-2026,10037.3,USD,"Garza, Barker and Maddox",3050,booked
ERP-301385,REF-689538,31-01-2026,6759.29,EUR,Dickson-Padilla,2001,booked
ERP-301386,REF-167874,24-04-2026,7808.51,EUR,Hunt-Whitney,2002,booked
ERP-301387,REF-274975,05-02-2026,16429.09,GBP,Peters-Ward,4010,booked
ERP-301388,REF-809778,02-04-2026,5605.53,USD,Griffin Inc,3050,booked
ERP-301389,REF-575797,30-03-2026,7833.8,GBP,Jones Group,2002,booked
ERP-301390,REF-598731,17-04-2026,21150.26,GBP,Washington-West,4010,booked
ERP-301391,REF-698757,24-02-2026,9821.57,USD,"Pena, Jones and Sanchez",3050,booked
ERP-301392,REF-960764,19-01-2026,18034.56,GBP,Stone and Sons,3050,booked
ERP-301393,REF-259649,25-03-2026,21258.97,USD,"Garcia, Mercado and West",4010,booked
ERP-301394,REF-589221,18-02-2026,9061.25,EUR,Fletcher-Pruitt,3050,booked
ERP-301395,REF-784902,29-03-2026,5644.97,USD,"Bates, Diaz and Lowe",4010,booked
ERP-301396,REF-982746,15-01-2026,5360.4,USD,Jones-Fuentes,4010,booked
ERP-301397,REF-607559,10-04-2026,5465.33,EUR,Perez-Neal,2002,booked
ERP-301398,REF-110855,07-01-2026,1435.58,EUR,Washington-West,2002,booked
ERP-301399,REF-898210,27-02-2026,14871.27,GBP,Smith-Gaines,4010,booked
ERP-301400,,10-01-2026,13554.05,USD,Mckinney-Cooper,2002,booked
ERP-301401,REF-934765,16-02-2026,13397.04,GBP,Silva-Green,2001,booked
ERP-301402,REF-874142,01-02-2026,16221.61,GBP,Webster and Sons,2001,booked
ERP-301403,REF-219684,28-02-2026,19519.07,EUR,"Garza, Barker and Maddox",2001,booked
ERP-301404,REF-377695,21-03-2026,22056.76,GBP,Cochran Inc,2001,booked
ERP-301405,REF-891935,30-03-2026,5927.28,EUR,"Miller, Anderson and Padilla",4010,booked
ERP-301406,REF-618435,16-02-2026,13608.97,USD,Brown-Huynh,2001,booked
ERP-301407,REF-618247,23-01-2026,7565.6,EUR,"Rodriguez, Evans and Patterson",2002,booked
ERP-301408,REF-541972,05-04-2026,2839.55,EUR,"Bryant, Harrison and Carter",2002,booked
ERP-301409,REF-610049,29-01-2026,99.67,EUR,Morris Inc,2002,booked
ERP-301410,REF-727373,12-02-2026,12076.79,USD,Arnold-Beck,2002,booked
ERP-301411,REF-830357,27-02-2026,535.05,GBP,Davenport PLC,2001,booked
ERP-301412,REF-230273,04-03-2026,7910.2,USD,Kelly-Murphy,2002,booked
ERP-301413,REF-198690,17-04-2026,2390.45,EUR,Walters PLC,2001,booked
ERP-301414,REF-823246,20-04-2026,2239.78,USD,"Graham, Ferguson and Hill",4010,booked
ERP-301415,REF-816458,12-04-2026,24777.93,EUR,Wade PLC,2001,booked
ERP-301416,REF-731296,30-03-2026,18863.97,USD,Newman-Thomas,2001,booked
ERP-301417,REF-762823,19-03-2026,3849.89,EUR,Hunt PLC,3050,booked
ERP-301418,REF-211457,26-04-2026,20805.98,EUR,Dickson Inc,3050,booked
ERP-301419,REF-328199,19-02-2026,7975.52,USD,Davis PLC,3050,booked
ERP-301420,REF-740972,06-04-2026,22868.79,USD,Roberts Group,4010,booked
ERP-301421,REF-601449,04-01-2026,4822.93,EUR,"Hernandez, Hill and Hull",3050,booked
ERP-301422,REF-930380,23-04-2026,2374.09,GBP,Simmons-Green,3050,booked
ERP-301423,REF-679597,08-04-2026,7272.48,USD,"Thompson, Cooper and Young",4010,booked
ERP-301424,REF-108456,05-02-2026,16442.82,EUR,"Payne, Wall and Hernandez",3050,booked
ERP-301425,REF-964710,07-03-2026,24753.2,GBP,Nguyen-White,4010,booked
ERP-301426,REF-281685,18-03-2026,10833.74,GBP,Best Inc,3050,booked
ERP-301427,REF-102307,07-02-2026,3192.24,GBP,Schneider Ltd,4010,booked
ERP-301428,REF-557367,18-02-2026,9288.9,GBP,"Graham, Ferguson and Hill",3050,booked
ERP-301429,REF-961082,13-02-2026,545.07,EUR,Walter Inc,2002,booked
ERP-301430,REF-444076,21-02-2026,8084.83,USD,Allen Ltd,3050,booked
ERP-301431,REF-495618,27-03-2026,24649.23,GBP,"Kennedy, Lopez and Norton",4010,booked
ERP-301432,REF-561703,21-03-2026,14616.45,USD,"Hansen, Herrera and Taylor",3050,booked
ERP-301433,REF-863333,11-03-2026,26.29,EUR,"Hernandez, Greer and Jackson",4010,booked
ERP-301434,REF-391754,24-04-2026,14397.7,EUR,Li-Jones,4010,booked
ERP-301435,REF-275970,17-03-2026,1825.72,GBP,Wilson Group,4010,booked
ERP-301436,REF-174810,12-04-2026,21866.75,EUR,Hickman-Walter,2001,booked
ERP-301437,REF-675952,26-02-2026,567.85,USD,Roberts LLC,4010,booked
ERP-301438,REF-443458,19-02-2026,18980.69,USD,"Ramirez, Hernandez and Fox",2002,booked
ERP-301439,REF-257851,28-03-2026,5834.91,GBP,"Chavez, Davis and Walton",3050,booked
ERP-301440,REF-533561,28-03-2026,11538.08,EUR,Anderson-Parks,3050,booked
ERP-301441,REF-450520,02-04-2026,16260.33,EUR,"Ward, Garcia and Henry",3050,booked
ERP-301442,REF-589942,23-02-2026,21806.18,USD,Webster and Sons,2001,booked
ERP-301443,REF-528910,12-04-2026,14285.11,EUR,Thomas PLC,2002,booked
ERP-301444,REF-816741,22-03-2026,23538.63,EUR,King LLC,2001,booked
ERP-301445,REF-325482,06-03-2026,2191.92,USD,Washington-West,2001,booked
ERP-301446,,22-02-2026,7034.59,EUR,"Clarke, Johnson and Watson",2001,booked
ERP-301447,REF-342805,30-03-2026,6923.75,USD,Gray PLC,2002,booked
ERP-301448,REF-326787,09-01-2026,1700.46,USD,Beard-Cooper,4010,booked
ERP-301449,REF-297108,01-01-2026,7498.33,EUR,"Hernandez, Wade and Rodriguez",4010,booked
ERP-301450,REF-313443,12-01-2026,11989.67,USD,Walter Inc,3050,booked
ERP-301451,REF-677112,04-03-2026,15951.44,GBP,Peterson LLC,2001,booked
ERP-301452,REF-664172,28-01-2026,9435.33,EUR,Dickson Inc,4010,booked
ERP-301453,REF-264611,09-02-2026,4747.24,USD,Anderson-Parks,3050,booked
ERP-301454,REF-521084,03-04-2026,2289.68,USD,"Thompson, Cooper and Young",4010,booked
ERP-301455,REF-149757,25-04-2026,11037.75,USD,Cobb Group,3050,booked
ERP-301456,REF-685484,11-04-2026,8155.27,EUR,Barrera Group,2001,booked
ERP-301457,REF-499020,24-03-2026,597.12,USD,"Rodriguez, Evans and Patterson",2001,booked
ERP-301458,REF-769029,29-04-2026,15829.67,EUR,Morgan-Mckinney,2001,booked
ERP-301459,,26-03-2026,8647.94,USD,"Cox, Fernandez and Baker",4010,booked
ERP-301460,REF-745592,13-02-2026,22823.9,EUR,Walters LLC,2001,booked
ERP-301461,REF-116709,21-02-2026,17669.76,USD,"Drake, Torres and Murray",3050,booked
ERP-301462,REF-187484,02-02-2026,1065.41,GBP,Hughes Inc,2002,booked
ERP-301463,REF-633367,09-03-2026,5533.43,GBP,Randolph and Sons,2001,booked
ERP-301464,REF-500755,13-03-2026,22120.9,USD,Maxwell-Shepherd,3050,booked
ERP-301465,REF-357836,04-04-2026,21424.53,GBP,"Fox, Hernandez and Ryan",4010,booked
ERP-301466,REF-197492,23-04-2026,3225.44,USD,Robinson Group,4010,booked
ERP-301467,REF-792929,30-03-2026,20871.96,EUR,Wagner Ltd,3050,booked
ERP-301468,REF-459502,07-03-2026,5261.47,EUR,"Liu, Parsons and Delacruz",2002,booked
ERP-301469,REF-441263,15-03-2026,12003.76,EUR,Robbins LLC,4010,booked
ERP-301470,REF-767013,01-04-2026,24135.06,USD,Cooper Ltd,2002,booked
ERP-301471,REF-433754,11-04-2026,6723.82,EUR,Morgan-Mckinney,2002,booked
ERP-301472,REF-975634,08-01-2026,8790.29,GBP,"Short, Moore and Douglas",2002,booked
ERP-301473,REF-500105,03-03-2026,7650.11,GBP,Schneider Ltd,3050,booked
ERP-301474,REF-329820,22-04-2026,13849.88,USD,"Rogers, Anderson and Campos",2002,booked
ERP-301475,REF-997363,04-03-2026,22315.09,USD,"Moss, Atkins and Daniels",2001,booked
ERP-301476,REF-656495,01-04-2026,2699.46,GBP,Smith Ltd,2002,booked
ERP-301477,REF-456708,28-02-2026,13938.14,USD,Arroyo-Pope,2001,booked
ERP-301478,REF-603838,17-04-2026,11159.13,GBP,Hughes Inc,3050,booked
ERP-301479,REF-804836,27-01-2026,15110.28,USD,"Taylor, Zavala and Bates",2001,booked
ERP-301480,REF-860515,08-02-2026,12048.18,EUR,"Martinez, Joseph and Simmons",2001,booked
ERP-301481,REF-524584,04-03-2026,20755.96,EUR,Johnson Inc,2002,booked
ERP-301482,REF-795428,31-01-2026,19168.33,GBP,"Hayes, Luna and Miller",3050,booked
ERP-301483,REF-199856,09-02-2026,6777.33,GBP,"Salinas, Barnes and Cooper",3050,booked
ERP-301484,REF-611494,17-04-2026,12162.46,GBP,Church Inc,3050,booked
ERP-301485,REF-206705,01-03-2026,11114.89,EUR,Li-Jones,3050,booked
ERP-301486,REF-397167,05-03-2026,24867.48,GBP,"Ramirez, Hernandez and Fox",2001,booked
ERP-301487,REF-501832,01-05-2026,18955.51,EUR,Hamilton-Bautista,2002,booked
ERP-301488,REF-918511,14-04-2026,2768.3,EUR,Gomez-Cardenas,3050,booked
ERP-301489,REF-612805,06-01-2026,17588.19,GBP,Lewis-Robinson,2002,booked
ERP-301490,REF-616422,22-01-2026,1202.03,EUR,Newman-Thomas,2001,booked
ERP-301491,REF-154053,27-03-2026,4920.53,GBP,Price PLC,4010,booked
ERP-301492,REF-720020,14-04-2026,5951.18,GBP,Bowers Ltd,2002,booked
ERP-301493,REF-213461,11-01-2026,8073.73,USD,"Lewis, Joyce and Robertson",3050,booked
ERP-301494,REF-492990,24-01-2026,9454.12,EUR,Wright Group,2001,booked
ERP-301495,REF-679460,27-01-2026,17186.56,USD,Welch-Peck,3050,booked
ERP-301496,,04-01-2026,9565.5,USD,Erickson and Sons,2001,booked
ERP-301497,,01-03-2026,12716.25,EUR,"Garcia, Mercado and West",4010,booked
ERP-301498,REF-536245,23-03-2026,16363.79,GBP,"Owen, Gibson and Johnson",2002,booked
ERP-301499,REF-520065,12-04-2026,9693.39,EUR,Harvey Inc,4010,booked
ERP-301500,REF-452628,17-01-2026,16138.19,USD,Davis-Mitchell,4010,booked
ERP-301501,REF-223591,23-01-2026,23863.25,EUR,Jones-Graham,2001,booked
ERP-301502,,16-02-2026,13771.31,GBP,Reed PLC,3050,booked
ERP-301503,REF-426629,03-03-2026,11229.65,EUR,White Group,2002,booked
ERP-301504,REF-638157,17-02-2026,4755.22,GBP,"Davis, Kim and Ingram",2002,booked
ERP-301505,REF-159751,27-02-2026,840.64,EUR,Colon Group,4010,booked
ERP-301506,REF-684426,07-04-2026,9644.99,EUR,"Miller, Anderson and Padilla",2002,booked
ERP-301507,REF-347814,08-04-2026,21072.89,GBP,Bowers Ltd,3050,booked
ERP-301508,REF-394551,11-03-2026,2929.85,USD,Church Inc,2002,booked
ERP-301509,REF-477360,25-04-2026,12104.13,EUR,"Clarke, Johnson and Watson",3050,booked
ERP-301510,REF-692733,07-03-2026,10472.73,EUR,Schneider Ltd,4010,booked
ERP-301511,REF-983793,02-01-2026,13222.41,EUR,"Payne, Wall and Hernandez",4010,booked
ERP-301512,REF-893634,06-01-2026,10989.85,EUR,"Williams, Oneill and Torres",2002,booked
ERP-301513,REF-726077,12-03-2026,24709.19,USD,Allen and Sons,4010,booked
ERP-301514,REF-989364,17-04-2026,588.38,EUR,Peters-Ward,2002,booked
ERP-301515,REF-460326,06-03-2026,14979.67,USD,Ramsey-Caldwell,2001,booked
ERP-301516,REF-110282,11-04-2026,24047.12,GBP,Lawrence-Lee,2001,booked
ERP-301517,REF-768510,09-03-2026,12004.79,EUR,"Walker, Garcia and Mcguire",4010,booked
ERP-301518,REF-238116,26-03-2026,23064.53,GBP,Young-Hudson,4010,booked
ERP-301519,REF-798910,28-04-2026,4362.69,USD,Davis PLC,4010,booked
ERP-301520,REF-122232,20-01-2026,7822.68,GBP,Rose-Gonzales,4010,booked
ERP-301521,REF-382130,08-01-2026,15497.36,GBP,Smith and Sons,4010,booked
ERP-301522,REF-870645,07-02-2026,1408.67,GBP,"Wilson, Robertson and Gonzalez",2001,booked
ERP-301523,REF-260986,18-03-2026,21614.1,EUR,Hays-Dalton,4010,booked
ERP-301524,REF-747417,04-01-2026,15242.38,EUR,Reeves Ltd,3050,booked
ERP-301525,REF-457004,16-03-2026,14394.34,USD,Gonzalez-Mcdaniel,2002,booked
ERP-301526,REF-581810,17-04-2026,24340.55,EUR,Charles-Butler,2001,booked
ERP-301527,REF-173494,30-03-2026,12940.36,GBP,Lane-Hines,3050,booked
ERP-301528,REF-584903,21-03-2026,4958.89,EUR,Wilson Ltd,2001,booked
ERP-301529,REF-659877,29-04-2026,19078.41,USD,Arellano-Whitaker,4010,booked
ERP-301530,REF-500496,21-02-2026,10394.61,EUR,Schneider Ltd,2001,booked
ERP-301531,REF-205125,27-04-2026,17952.86,EUR,"Pena, Jones and Sanchez",3050,booked
ERP-301532,REF-168970,23-03-2026,10542.08,USD,Price PLC,3050,booked
ERP-301533,REF-827228,27-04-2026,15421.01,GBP,Kirk-Henson,2002,booked
ERP-301534,REF-312643,03-04-2026,10082.03,USD,Allen Group,4010,booked
ERP-301535,REF-372428,10-02-2026,6254.25,GBP,"Martinez, Joseph and Simmons",3050,booked
ERP-301536,REF-342428,09-02-2026,23653.58,USD,Lopez-Stout,2002,booked
ERP-301537,REF-332065,25-04-2026,6221.8,GBP,"Evans, Conway and Hall",2002,booked
ERP-301538,REF-764315,03-01-2026,3834.36,EUR,Kim Group,2002,booked
ERP-301539,REF-194135,01-04-2026,8183.17,USD,"Salinas, Barnes and Cooper",4010,booked
ERP-301540,REF-952505,17-02-2026,7656.07,USD,Mata Inc,3050,booked
ERP-301541,REF-366263,20-03-2026,17894.53,USD,Newman-Thomas,2002,booked
ERP-301542,REF-980694,03-01-2026,24517.02,EUR,Brown and Sons,2001,booked
ERP-301543,,08-01-2026,7833.7,EUR,Smith Ltd,2001,booked
ERP-301544,REF-146275,14-01-2026,18635.44,GBP,"Bates, Diaz and Lowe",2002,booked
ERP-301545,REF-354880,19-02-2026,980.67,EUR,Davenport PLC,4010,booked
ERP-301546,REF-895516,10-03-2026,8368.43,EUR,Gardner Inc,2002,booked
ERP-301547,REF-118604,06-02-2026,11466.08,EUR,Dickson-Gutierrez,3050,booked
ERP-301548,REF-531652,27-01-2026,8683.32,EUR,Hunter-Nicholson,2001,booked
ERP-301549,REF-147640,25-02-2026,2122.93,EUR,Beard-Cooper,2002,booked
ERP-301550,REF-654965,14-02-2026,431.03,USD,Thompson-Campbell,4010,booked
ERP-301551,REF-489206,14-01-2026,2728.93,USD,Kirk-Henson,3050,booked
ERP-301552,REF-854892,06-04-2026,14756.6,USD,"Owens, Peters and White",4010,booked
ERP-301553,REF-651710,01-02-2026,5383.51,USD,"Molina, Wells and Bright",4010,booked
ERP-301554,REF-506308,07-04-2026,7869.45,EUR,"Howard, Russo and Smith",2001,booked
ERP-301555,REF-235936,05-01-2026,129.33,USD,"Martinez, Henderson and Osborne",2001,booked
ERP-301556,REF-631461,09-04-2026,23077.62,GBP,Erickson and Sons,2001,booked
ERP-301557,REF-186924,23-02-2026,14602.99,EUR,Maxwell-Shepherd,4010,booked
ERP-301558,REF-583906,22-04-2026,4805.04,USD,Brown and Sons,2001,booked
ERP-301559,REF-106712,22-02-2026,15116.96,USD,Brown Ltd,4010,booked
ERP-301560,REF-418529,24-04-2026,23911.42,GBP,"Dorsey, Patterson and Harrison",2001,booked
ERP-301561,REF-110179,09-02-2026,23598.11,GBP,Hawkins-Saunders,3050,booked
ERP-301562,REF-410286,13-01-2026,19814.81,EUR,Allen-Taylor,4010,booked
ERP-301563,REF-380734,03-04-2026,15001.1,USD,Allen-Taylor,4010,booked
ERP-301564,REF-294848,12-01-2026,18701.15,GBP,"Jackson, Romero and Mendez",4010,booked
ERP-301565,REF-128062,11-01-2026,6054.86,GBP,Hamilton-Bautista,4010,booked
