transaction_id,payout_batch_id,reference,date,amount,currency,payee,description,source_status
TXN-101192,BATCH-1047,REF-122971,2026-04-19,18553.73,EUR,"Fox, Hernandez and Ryan",Vendor payout,approved
TXN-101193,BATCH-1047,REF-900069,2026-02-21,5168.17,USD,"Adams, Rodriguez and Walker",Vendor payout,approved
TXN-101194,BATCH-1047,REF-943351,2026-04-09,10481.52,EUR,Walter Inc,Vendor payout,approved
TXN-101195,BATCH-1047,REF-417180,2026-02-11,24312.59,USD,Lane-Hines,Vendor payout,approved
TXN-101196,BATCH-1047,REF-384745,2026-01-21,6480.13,GBP,Wilson and Sons,Vendor payout,approved
TXN-101197,BATCH-1047,REF-332567,2026-03-26,9674.46,EUR,Arellano-Whitaker,Vendor payout,approved
TXN-101198,BATCH-1047,REF-157041,2026-03-02,23488.57,USD,Davenport PLC,Vendor payout,approved
TXN-101199,BATCH-1047,REF-282298,2026-03-12,3776.81,USD,Kirk-Henson,Vendor payout,approved
TXN-101200,BATCH-1048,REF-178917,2026-01-12,16048.61,EUR,Jones-Graham,Vendor payout,approved
TXN-101201,BATCH-1048,REF-225878,2026-03-21,13271.33,USD,"Johnson, Meyer and Hanna",Vendor payout,approved
TXN-101202,BATCH-1048,REF-961216,2026-03-29,16057.08,EUR,Pena Inc,Vendor payout,approved
TXN-101203,BATCH-1048,REF-109389,2026-02-01,23921.69,EUR,"Snow, Rodgers and Miller",Vendor payout,approved
TXN-101204,BATCH-1048,REF-469025,2026-01-06,21115.43,GBP,Ibarra-Clark,Vendor payout,approved
TXN-101205,BATCH-1048,REF-224630,2026-01-19,21013.99,GBP,Prince-Martinez,Vendor payout,approved
TXN-101206,BATCH-1048,REF-397485,2026-02-22,9544.46,EUR,"Waller, Bass and Mitchell",Vendor payout,approved
TXN-101207,BATCH-1048,REF-235067,2026-03-21,4633.36,EUR,Randall-Kerr,Vendor payout,approved
TXN-101208,BATCH-1048,REF-586530,2026-03-07,21632.4,EUR,Edwards-Boyd,Vendor payout,approved
TXN-101209,BATCH-1048,REF-298809,2026-04-06,2413.75,USD,"Waller, Bass and Mitchell",Vendor payout,approved
TXN-101210,BATCH-1048,REF-419773,2026-04-12,21005.89,GBP,Smith and Sons,Vendor payout,approved
TXN-101211,BATCH-1048,REF-775731,2026-02-25,3331.57,GBP,Stone and Sons,Vendor payout,approved
TXN-101212,BATCH-1048,REF-373698,2026-03-21,24833.32,EUR,"Nelson, Bowers and Cooper",Vendor payout,approved
TXN-101213,BATCH-1048,REF-528334,2026-03-20,15707.99,USD,Howe and Sons,Vendor payout,approved
TXN-101214,BATCH-1048,REF-788545,2026-01-10,17777.76,EUR,Hernandez-Diaz,Vendor payout,approved
TXN-101215,BATCH-1048,REF-253734,2026-01-06,2176.87,GBP,Dickson Inc,Vendor payout,approved
TXN-101216,BATCH-1048,REF-738513,2026-03-12,6894.67,EUR,Johnson-Newton,Vendor payout,approved
TXN-101217,BATCH-1048,REF-594106,2026-04-11,19440.37,GBP,"Chavez, Davis and Walton",Vendor payout,approved
TXN-101218,BATCH-1048,REF-471214,2026-04-12,15135.34,USD,Gardner Inc,Vendor payout,approved
TXN-101219,BATCH-1048,REF-595761,2026-04-16,23047.59,USD,Randolph and Sons,Vendor payout,approved
TXN-101220,BATCH-1048,REF-319158,2026-03-29,4475.82,GBP,"Murphy, Jordan and Whitney",Vendor payout,approved
TXN-101221,BATCH-1048,REF-831711,2026-03-19,3810.01,EUR,Mata Inc,Vendor payout,approved
TXN-101222,BATCH-1048,REF-991294,2026-02-03,15132.41,EUR,Mcclain-Jensen,Vendor payout,approved
TXN-101223,BATCH-1048,REF-333159,2026-04-21,13532.76,GBP,"Molina, Wells and Bright",Vendor payout,approved
TXN-101224,BATCH-1048,REF-409611,2026-01-05,2808.17,GBP,"Graham, Garrett and Caldwell",Vendor payout,approved
TXN-101225,BATCH-1049,REF-657656,2026-04-21,12019.19,GBP,Welch-Peck,Vendor payout,approved
TXN-101226,BATCH-1049,REF-238695,2026-02-22,10545.08,EUR,Bauer Inc,Vendor payout,approved
TXN-101227,BATCH-1049,REF-326578,2026-01-01,12166.89,GBP,Howe and Sons,Vendor payout,approved
TXN-101228,BATCH-1049,REF-226545,2026-03-17,6667.9,USD,Prince-Martinez,Vendor payout,approved
TXN-101229,BATCH-1049,REF-590199,2026-03-14,19190.63,EUR,Goodwin-Martinez,Vendor payout,approved
TXN-101230,BATCH-1049,REF-950730,2026-02-02,23362.76,GBP,Jimenez-Bradley,Vendor payout,approved
TXN-101231,BATCH-1049,REF-508199,2026-03-18,15774.78,USD,Hunter-Nicholson,Vendor payout,approved
TXN-101232,BATCH-1049,REF-527191,2026-03-31,15422.86,USD,Brady-Ford,Vendor payout,approved
TXN-101233,BATCH-1049,REF-165942,2026-04-13,425.48,USD,"Howell, Hart and Swanson",Vendor payout,approved
TXN-101234,BATCH-1049,REF-368079,2026-01-23,14312.74,EUR,Allen and Sons,Vendor payout,approved
TXN-101235,BATCH-1049,REF-434829,2026-01-07,17367.56,EUR,"Clarke, Johnson and Watson",Vendor payout,approved
TXN-101236,BATCH-1049,REF-757668,2026-02-03,4890.34,EUR,Garcia and Sons,Vendor payout,approved
TXN-101237,BATCH-1049,REF-773593,2026-04-14,13562.97,USD,Buckley and Sons,Vendor payout,approved
TXN-101238,BATCH-1049,REF-687906,2026-04-22,7245.17,USD,"Russell, Scott and Ramsey",Vendor payout,approved
TXN-101239,BATCH-1049,REF-247525,2026-03-25,5615.26,GBP,"Taylor, Zavala and Bates",Vendor payout,approved
TXN-101240,BATCH-1049,REF-737647,2026-01-20,16504.58,GBP,Simmons-Green,Vendor payout,approved
TXN-101241,BATCH-1049,REF-103963,2026-01-04,5063.44,USD,"Pineda, Travis and Jones",Vendor payout,approved
TXN-101242,BATCH-1049,REF-135410,2026-03-31,23482.36,EUR,"Owens, Peters and White",Vendor payout,approved
TXN-101243,BATCH-1049,REF-964122,2026-04-04,3403.42,EUR,White Group,Vendor payout,approved
TXN-101244,BATCH-1049,REF-550573,2026-04-18,3464.56,GBP,"Malone, Bell and Bryant",Vendor payout,approved
TXN-101245,BATCH-1049,REF-648110,2026-01-14,7893.66,EUR,Ingram PLC,Vendor payout,approved
TXN-101246,BATCH-1049,REF-836310,2026-03-18,20351.34,USD,"Molina, Wells and Bright",Vendor payout,approved
TXN-101247,BATCH-1049,REF-402321,2026-03-20,16521.81,USD,Harvey Inc,Vendor payout,approved
TXN-101248,BATCH-1049,REF-517009,2026-02-13,4336.31,GBP,White-Wilson,Vendor payout,approved
TXN-101249,BATCH-1049,REF-831411,2026-02-19,1708.13,GBP,"Luna, Morris and Gill",Vendor payout,approved
TXN-101250,BATCH-1050,REF-811218,2026-04-24,14195.04,EUR,King-George,Vendor payout,approved
TXN-101251,BATCH-1050,REF-438324,2026-02-23,10034.38,USD,"Evans, Conway and Hall",Vendor payout,approved
TXN-101252,BATCH-1050,REF-107181,2026-01-01,6387.77,EUR,Vincent-Mcclure,Vendor payout,approved
TXN-101253,BATCH-1050,REF-172048,2026-02-03,3868.81,EUR,Church Inc,Vendor payout,approved
TXN-101254,BATCH-1050,REF-166608,2026-04-04,20916.52,EUR,Allen Group,Vendor payout,approved
TXN-101255,BATCH-1050,REF-131873,2026-01-29,18289.77,GBP,Shaw-Decker,Vendor payout,approved
TXN-101256,BATCH-1050,REF-682209,2026-01-20,3394.86,EUR,"Johnson, Phillips and Brown",Vendor payout,approved
TXN-101257,BATCH-1050,REF-363417,2026-03-15,14336.6,EUR,Orozco Ltd,Vendor payout,approved
TXN-101258,BATCH-1050,REF-656213,2026-04-27,20040.73,USD,Beard-Cooper,Vendor payout,approved
TXN-101259,BATCH-1050,REF-739277,2026-02-16,7160.43,EUR,Jones-Turner,Vendor payout,approved
TXN-101260,BATCH-1050,REF-639285,2026-03-31,19673.03,GBP,Spears-Beck,Vendor payout,approved
TXN-101261,BATCH-1050,REF-203449,2026-01-27,20970.13,EUR,"Drake, Torres and Murray",Vendor payout,approved
TXN-101262,BATCH-1050,REF-479389,2026-04-16,7390.15,USD,"Rodriguez, Evans and Patterson",Vendor payout,approved
TXN-101263,BATCH-1050,REF-812307,2026-03-02,24517.88,USD,Hunt-Whitney,Vendor payout,approved
TXN-101264,BATCH-1050,REF-620512,2026-02-23,17589.09,USD,Crawford Ltd,Vendor payout,approved
TXN-101265,BATCH-1050,REF-738084,2026-03-07,13956.71,EUR,Goodwin-Martinez,Vendor payout,approved
TXN-101266,BATCH-1050,REF-518537,2026-03-17,9979.88,USD,Lane-Hines,Vendor payout,approved
TXN-101267,BATCH-1050,REF-967717,2026-03-25,12780.82,USD,Thornton and Sons,Vendor payout,approved
TXN-101268,BATCH-1050,REF-990804,2026-03-26,5616.99,GBP,"Liu, Parsons and Delacruz",Vendor payout,approved
TXN-101269,BATCH-1050,REF-824059,2026-02-15,24913.68,USD,"Taylor, Zavala and Bates",Vendor payout,approved
TXN-101270,BATCH-1050,REF-774976,2026-01-17,11013.46,USD,Robinson Group,Vendor payout,approved
TXN-101271,BATCH-1050,REF-783043,2026-01-07,7801.3,EUR,Reynolds-Torres,Vendor payout,approved
TXN-101272,BATCH-1050,REF-156032,2026-03-10,21961.58,EUR,Hays-Dalton,Vendor payout,approved
TXN-101273,BATCH-1050,REF-953963,2026-02-08,20489.58,EUR,Gardner-Hayes,Vendor payout,approved
TXN-101274,BATCH-1050,REF-560515,2026-03-26,15045.46,GBP,Rivera-Stanley,Vendor payout,approved
TXN-101275,BATCH-1051,REF-996046,2026-02-18,5685.31,EUR,Anderson LLC,Vendor payout,approved
TXN-101276,BATCH-1051,REF-285268,2026-02-19,21167.81,GBP,Howard LLC,Vendor payout,approved
TXN-101277,BATCH-1051,REF-273628,2026-04-25,98.36,USD,White-Wilson,Vendor payout,approved
TXN-101278,BATCH-1051,REF-689774,2026-04-15,17483.79,USD,Howard LLC,Vendor payout,approved
TXN-101279,BATCH-1051,REF-885489,2026-04-30,20302.4,EUR,Mitchell-Byrd,Vendor payout,approved
TXN-101280,BATCH-1051,REF-428673,2026-01-18,10901.8,USD,Joseph Group,Vendor payout,approved
TXN-101281,BATCH-1051,REF-680624,2026-02-24,1832.45,USD,Robinson and Sons,Vendor payout,approved
TXN-101282,BATCH-1051,REF-914601,2026-02-01,696.87,USD,Brown LLC,Vendor payout,approved
TXN-101283,BATCH-1051,REF-886891,2026-04-11,5474.18,GBP,Austin-Bonilla,Vendor payout,approved
TXN-101284,BATCH-1051,REF-931324,2026-04-29,15206.2,USD,"Ramirez, Hernandez and Fox",Vendor payout,approved
TXN-101285,BATCH-1051,REF-661977,2026-04-27,12040.75,USD,Shaw-Decker,Vendor payout,approved
TXN-101286,BATCH-1051,REF-197302,2026-02-15,14516.98,USD,Schneider Ltd,Vendor payout,approved
TXN-101287,BATCH-1051,REF-199361,2026-02-24,6115.41,EUR,Perez-Neal,Vendor payout,approved
TXN-101288,BATCH-1051,REF-532592,2026-03-10,6273.01,EUR,"Berry, Rios and Marshall",Vendor payout,approved
TXN-101289,BATCH-1051,REF-548595,2026-01-19,10178.49,GBP,"Malone, Bell and Bryant",Vendor payout,approved
TXN-101290,BATCH-1051,REF-829153,2026-04-27,21860.11,GBP,Charles-Butler,Vendor payout,approved
TXN-101291,BATCH-1051,REF-120020,2026-01-19,8010.97,GBP,Coffey-Howell,Vendor payout,approved
TXN-101292,BATCH-1051,REF-797134,2026-01-24,21729.8,GBP,Allen and Sons,Vendor payout,approved
TXN-101293,BATCH-1051,REF-290353,2026-02-16,4831.27,GBP,Bryant LLC,Vendor payout,approved
TXN-101294,BATCH-1051,REF-931574,2026-02-24,7477.57,EUR,Fletcher-Pruitt,Vendor payout,approved
TXN-101295,BATCH-1051,REF-755450,2026-03-23,6936.28,GBP,"Walker, Garcia and Mcguire",Vendor payout,approved
TXN-101296,BATCH-1051,REF-925789,2026-02-17,6706.09,EUR,Mata Inc,Vendor payout,approved
TXN-101297,BATCH-1051,REF-854638,2026-02-25,19441.93,EUR,"Garner, Lawson and Richard",Vendor payout,approved
TXN-101298,BATCH-1051,REF-264263,2026-01-11,7462.81,EUR,Moore LLC,Vendor payout,approved
TXN-101299,BATCH-1051,REF-705815,2026-03-27,12517.78,EUR,Zimmerman Group,Vendor payout,approved
TXN-101300,BATCH-1052,REF-584342,2026-03-30,2560.12,GBP,Lopez-Stout,Vendor payout,approved
TXN-101301,BATCH-1052,REF-388461,2026-04-04,13909.4,USD,Pennington PLC,Vendor payout,approved
TXN-101302,BATCH-1052,REF-887116,2026-02-14,9730.3,GBP,"Thompson, Cooper and Young",Vendor payout,approved
TXN-101303,BATCH-1052,REF-533703,2026-03-24,24837.06,USD,"Smith, Guerra and Holmes",Vendor payout,approved
TXN-101304,BATCH-1052,REF-466901,2026-01-22,845.72,EUR,Gallegos-Stewart,Vendor payout,approved
TXN-101305,BATCH-1052,REF-386923,2026-03-29,20834.94,GBP,"Peterson, Hood and Arroyo",Vendor payout,approved
TXN-101306,BATCH-1052,REF-786243,2026-03-16,2615.64,USD,"Molina, Wells and Bright",Vendor payout,approved
TXN-101307,BATCH-1052,REF-175868,2026-04-06,10119.85,GBP,King LLC,Vendor payout,approved
TXN-101308,BATCH-1052,REF-803908,2026-03-14,1890.31,USD,Gonzalez-Mcdaniel,Vendor payout,approved
TXN-101309,BATCH-1052,REF-814966,2026-03-16,5101.87,USD,"Evans, Conway and Hall",Vendor payout,approved
TXN-101310,BATCH-1052,REF-762700,2026-04-19,3334.69,GBP,Jones-Turner,Vendor payout,approved
TXN-101311,BATCH-1052,REF-926925,2026-03-12,4708.37,USD,"Johnson, Meyer and Hanna",Vendor payout,approved
TXN-101312,BATCH-1052,REF-451813,2026-04-28,1926.48,USD,"Hobbs, Blanchard and Porter",Vendor payout,approved
TXN-101313,BATCH-1052,REF-763745,2026-01-18,18496.35,USD,"Malone, Bell and Bryant",Vendor payout,approved
TXN-101314,BATCH-1052,REF-132113,2026-01-08,12679.42,GBP,Mann Group,Vendor payout,approved
TXN-101315,BATCH-1052,REF-263643,2026-02-28,11220.16,GBP,Richard LLC,Vendor payout,approved
TXN-101316,BATCH-1052,REF-496438,2026-04-15,2803.01,USD,Dickson-Padilla,Vendor payout,approved
TXN-101317,BATCH-1052,REF-662349,2026-01-18,16816.09,USD,Lee-Taylor,Vendor payout,approved
TXN-101318,BATCH-1052,REF-442613,2026-03-02,7115.61,GBP,"Yu, Nguyen and Wood",Vendor payout,approved
TXN-101319,BATCH-1052,REF-131144,2026-03-27,17620.66,USD,Pierce Inc,Vendor payout,approved
TXN-101320,BATCH-1052,REF-896048,2026-03-18,23913.65,GBP,Reynolds LLC,Vendor payout,approved
TXN-101321,BATCH-1052,REF-682662,2026-03-02,23247.63,EUR,"Jackson, Romero and Mendez",Vendor payout,approved
TXN-101322,BATCH-1052,REF-713608,2026-03-13,16850.37,USD,Moore LLC,Vendor payout,approved
TXN-101323,BATCH-1052,REF-831772,2026-02-09,22876.29,EUR,"Roberts, Frazier and Smith",Vendor payout,approved
TXN-101324,BATCH-1052,REF-447665,2026-02-19,393.95,USD,Gordon-Roberts,Vendor payout,approved
TXN-101325,BATCH-1053,REF-475090,2026-01-18,7488.55,GBP,Welch-Peck,Vendor payout,approved
TXN-101326,BATCH-1053,REF-808116,2026-02-06,8094.64,USD,"Bryant, Harrison and Carter",Vendor payout,approved
TXN-101327,BATCH-1053,REF-660544,2026-02-11,8566.65,EUR,Gallegos-Stewart,Vendor payout,approved
TXN-101328,BATCH-1053,REF-728918,2026-03-28,5560.04,USD,"Taylor, Zavala and Bates",Vendor payout,approved
TXN-101329,BATCH-1053,REF-823683,2026-04-26,15137.39,EUR,"Short, Moore and Douglas",Vendor payout,approved
TXN-101330,BATCH-1053,REF-525847,2026-04-26,17120.31,GBP,"Curry, Wolfe and Ramirez",Vendor payout,approved
TXN-101331,BATCH-1053,REF-258569,2026-01-24,7569.21,EUR,Buckley and Sons,Vendor payout,approved
TXN-101332,BATCH-1053,REF-204280,2026-02-25,17725.61,GBP,"Wilson, Robertson and Gonzalez",Vendor payout,approved
TXN-101333,BATCH-1053,REF-942846,2026-04-04,5691.94,EUR,Hammond Ltd,Vendor payout,approved
TXN-101334,BATCH-1053,REF-410072,2026-03-20,345.89,GBP,Peterson LLC,Vendor payout,approved
TXN-101335,BATCH-1053,REF-127790,2026-01-17,16211.36,EUR,Smith and Sons,Vendor payout,approved
TXN-101336,BATCH-1053,REF-548348,2026-03-22,625.41,GBP,Gonzalez-Mcdaniel,Vendor payout,approved
TXN-101337,BATCH-1053,REF-399962,2026-01-11,10366.77,EUR,"Hobbs, Blanchard and Porter",Vendor payout,approved
TXN-101338,BATCH-1053,REF-498562,2026-04-19,10947.91,GBP,"Ward, Garcia and Henry",Vendor payout,approved
TXN-101339,BATCH-1053,REF-131807,2026-03-27,1055.07,USD,Vincent-Mcclure,Vendor payout,approved
TXN-101340,BATCH-1053,REF-974955,2026-03-04,23578.1,USD,"Martinez, Henderson and Osborne",Vendor payout,approved
TXN-101341,BATCH-1053,REF-526556,2026-02-09,17711.24,USD,Hughes Inc,Vendor payout,approved
TXN-101342,BATCH-1053,REF-726290,2026-01-23,21898.51,GBP,Skinner Ltd,Vendor payout,approved
TXN-101343,BATCH-1053,REF-305398,2026-04-11,22528.33,USD,Rivera-Stanley,Vendor payout,approved
TXN-101344,BATCH-1053,REF-313502,2026-01-04,17460.41,USD,Farrell-Willis,Vendor payout,approved
TXN-101345,BATCH-1053,REF-519641,2026-03-04,7933.49,GBP,Spears-Beck,Vendor payout,approved
TXN-101346,BATCH-1053,REF-627831,2026-02-07,700.99,USD,Garcia Ltd,Vendor payout,approved
TXN-101347,BATCH-1053,REF-316893,2026-03-31,12481.66,GBP,White Group,Vendor payout,approved
TXN-101348,BATCH-1053,REF-751828,2026-02-03,2865.27,USD,"Brown, Middleton and Williams",Vendor payout,approved
TXN-101349,BATCH-1053,REF-151157,2026-03-11,19682.4,GBP,"Pena, Jones and Sanchez",Vendor payout,approved
TXN-101350,BATCH-1054,REF-647818,2026-01-25,1919.3,USD,"Davis, Kim and Ingram",Vendor payout,approved
TXN-101351,BATCH-1054,REF-981637,2026-03-04,9551.29,EUR,Anderson Inc,Vendor payout,approved
TXN-101352,BATCH-1054,REF-189325,2026-01-15,10621.72,GBP,Best Inc,Vendor payout,approved
TXN-101353,BATCH-1054,REF-298800,2026-02-17,8337.67,GBP,Ingram PLC,Vendor payout,approved
TXN-101354,BATCH-1054,REF-248925,2026-03-26,7075.16,EUR,Smith-Gaines,Vendor payout,approved
TXN-101355,BATCH-1054,REF-265245,2026-01-27,186.34,GBP,"Wilson, Robertson and Gonzalez",Vendor payout,approved
TXN-101356,BATCH-1054,REF-670811,2026-04-13,2684.72,USD,Dickson-Padilla,Vendor payout,approved
TXN-101357,BATCH-1054,REF-896871,2026-01-16,11741.84,GBP,"Miller, Anderson and Padilla",Vendor payout,approved
TXN-101358,BATCH-1054,REF-302859,2026-01-19,1852.75,USD,"Yu, Nguyen and Wood",Vendor payout,approved
TXN-101359,BATCH-1054,REF-909375,2026-02-14,2730.7,EUR,Perez-Neal,Vendor payout,approved
TXN-101360,BATCH-1054,REF-847263,2026-03-29,23625.79,GBP,Wagner Ltd,Vendor payout,approved
TXN-101361,BATCH-1054,REF-152500,2026-02-23,17339.65,EUR,Jenkins-Henderson,Vendor payout,approved
TXN-101362,BATCH-1054,REF-687753,2026-02-14,12610.39,USD,"Kennedy, Lopez and Norton",Vendor payout,approved
TXN-101363,BATCH-1054,REF-522491,2026-03-15,15013.07,USD,"Rodriguez, Sutton and Santiago",Vendor payout,approved
TXN-101364,BATCH-1054,REF-482590,2026-02-24,17324.52,GBP,Lewis-Robinson,Vendor payout,approved
TXN-101365,BATCH-1054,REF-418970,2026-01-12,544.26,EUR,"Luna, Morris and Gill",Vendor payout,approved
TXN-101366,BATCH-1054,REF-787294,2026-04-19,24709.09,EUR,Dickson-Gutierrez,Vendor payout,approved
TXN-101367,BATCH-1054,REF-424767,2026-04-14,13038.0,GBP,"Malone, Bell and Bryant",Vendor payout,approved
TXN-101368,BATCH-1054,REF-375263,2026-04-29,15550.4,USD,"Luna, Morris and Gill",Vendor payout,approved
TXN-101369,BATCH-1054,REF-917689,2026-02-08,13009.82,EUR,"Roberts, Frazier and Smith",Vendor payout,approved
TXN-101370,BATCH-1054,REF-742643,2026-01-02,17029.99,USD,Brown and Sons,Vendor payout,approved
TXN-101371,BATCH-1054,REF-863859,2026-04-07,18342.83,EUR,Peters-Ward,Vendor payout,approved
TXN-101372,BATCH-1054,REF-192045,2026-01-04,13630.05,GBP,Robinson Group,Vendor payout,approved
TXN-101373,BATCH-1054,REF-956710,2026-02-20,11202.47,EUR,White Group,Vendor payout,approved
TXN-101374,BATCH-1054,REF-732565,2026-02-11,12019.8,USD,Perez-Neal,Vendor payout,approved
TXN-101375,BATCH-1055,REF-678222,2026-03-03,2756.28,EUR,Harvey Inc,Vendor payout,approved
TXN-101376,BATCH-1055,REF-783134,2026-04-22,13151.41,USD,Nguyen-White,Vendor payout,approved
TXN-101377,BATCH-1055,REF-229489,2026-01-03,19354.19,GBP,Lopez-Stout,Vendor payout,approved
TXN-101378,BATCH-1055,REF-992319,2026-01-30,3752.14,USD,White-Wilson,Vendor payout,approved
TXN-101379,BATCH-1055,REF-372170,2026-01-18,22619.85,GBP,Best Inc,Vendor payout,approved
TXN-101380,BATCH-1055,REF-152113,2026-02-02,22534.75,GBP,Garcia and Sons,Vendor payout,approved
TXN-101381,BATCH-1055,REF-639086,2026-02-15,22410.68,GBP,Gonzalez Inc,Vendor payout,approved
TXN-101382,BATCH-1055,REF-261750,2026-01-31,20751.01,GBP,Davis PLC,Vendor payout,approved
TXN-101383,BATCH-1055,REF-355700,2026-02-08,16430.76,GBP,Davis Group,Vendor payout,approved
TXN-101384,BATCH-1055,REF-580127,2026-01-07,10037.3,USD,"Garza, Barker and Maddox",Vendor payout,approved
TXN-101385,BATCH-1055,REF-689538,2026-01-31,6759.29,EUR,Dickson-Padilla,Vendor payout,approved
TXN-101386,BATCH-1055,REF-167874,2026-04-24,7808.51,EUR,Hunt-Whitney,Vendor payout,approved
TXN-101387,BATCH-1055,REF-274975,2026-02-05,16429.09,GBP,Peters-Ward,Vendor payout,approved
TXN-101388,BATCH-1055,REF-809778,2026-04-02,5605.53,USD,Griffin Inc,Vendor payout,approved
TXN-101389,BATCH-1055,REF-575797,2026-03-30,7833.8,GBP,Jones Group,Vendor payout,approved
TXN-101390,BATCH-1055,REF-598731,2026-04-17,21150.26,GBP,Washington-West,Vendor payout,approved
TXN-101391,BATCH-1055,REF-698757,2026-02-24,9821.57,USD,"Pena, Jones and Sanchez",Vendor payout,approved
TXN-101392,BATCH-1055,REF-960764,2026-01-19,18034.56,GBP,Stone and Sons,Vendor payout,approved
TXN-101393,BATCH-1055,REF-259649,2026-03-25,21258.97,USD,"Garcia, Mercado and West",Vendor payout,approved
TXN-101394,BATCH-1055,REF-589221,2026-02-18,9061.25,EUR,Fletcher-Pruitt,Vendor payout,approved
TXN-101395,BATCH-1055,REF-784902,2026-03-29,5644.97,USD,"Bates, Diaz and Lowe",Vendor payout,approved
TXN-101396,BATCH-1055,REF-982746,2026-01-15,5360.4,USD,Jones-Fuentes,Vendor payout,approved
TXN-101397,BATCH-1055,REF-607559,2026-04-10,5465.33,EUR,Perez-Neal,Vendor payout,approved
TXN-101398,BATCH-1055,REF-110855,2026-01-07,1435.58,EUR,Washington-West,Vendor payout,approved
TXN-101399,BATCH-1055,REF-898210,2026-02-27,14871.27,GBP,Smith-Gaines,Vendor payout,approved
TXN-101400,BATCH-1056,REF-355419,2026-01-10,13554.05,USD,Mckinney-Cooper,Vendor payout,approved
TXN-101401,BATCH-1056,REF-934765,2026-02-16,13397.04,GBP,Silva-Green,Vendor payout,approved
TXN-101402,BATCH-1056,REF-874142,2026-02-01,16221.61,GBP,Webster and Sons,Vendor payout,approved
TXN-101403,BATCH-1056,REF-219684,2026-02-28,19519.07,EUR,"Garza, Barker and Maddox",Vendor payout,approved
TXN-101404,BATCH-1056,REF-377695,2026-03-21,22056.76,GBP,Cochran Inc,Vendor payout,approved
TXN-101405,BATCH-1056,REF-891935,2026-03-30,5927.28,EUR,"Miller, Anderson and Padilla",Vendor payout,approved
TXN-101406,BATCH-1056,REF-618435,2026-02-16,13608.97,USD,Brown-Huynh,Vendor payout,approved
TXN-101407,BATCH-1056,REF-618247,2026-01-23,7565.6,EUR,"Rodriguez, Evans and Patterson",Vendor payout,approved
TXN-101408,BATCH-1056,REF-541972,2026-04-05,2839.55,EUR,"Bryant, Harrison and Carter",Vendor payout,approved
TXN-101409,BATCH-1056,REF-610049,2026-01-29,99.67,EUR,Morris Inc,Vendor payout,approved
TXN-101410,BATCH-1056,REF-727373,2026-02-12,12076.79,USD,Arnold-Beck,Vendor payout,approved
TXN-101411,BATCH-1056,REF-830357,2026-02-27,535.05,GBP,Davenport PLC,Vendor payout,approved
TXN-101412,BATCH-1056,REF-230273,2026-03-04,7910.2,USD,Kelly-Murphy,Vendor payout,approved
TXN-101413,BATCH-1056,REF-198690,2026-04-17,2390.45,EUR,Walters PLC,Vendor payout,approved
TXN-101414,BATCH-1056,REF-823246,2026-04-20,2239.78,USD,"Graham, Ferguson and Hill",Vendor payout,approved
TXN-101415,BATCH-1056,REF-816458,2026-04-12,24777.93,EUR,Wade PLC,Vendor payout,approved
TXN-101416,BATCH-1056,REF-731296,2026-03-30,18863.97,USD,Newman-Thomas,Vendor payout,approved
TXN-101417,BATCH-1056,REF-762823,2026-03-19,3849.89,EUR,Hunt PLC,Vendor payout,approved
TXN-101418,BATCH-1056,REF-211457,2026-04-26,20805.98,EUR,Dickson Inc,Vendor payout,approved
TXN-101419,BATCH-1056,REF-328199,2026-02-19,7975.52,USD,Davis PLC,Vendor payout,approved
TXN-101420,BATCH-1056,REF-740972,2026-04-06,22868.79,USD,Roberts Group,Vendor payout,approved
TXN-101421,BATCH-1056,REF-601449,2026-01-04,4822.93,EUR,"Hernandez, Hill and Hull",Vendor payout,approved
TXN-101422,BATCH-1056,REF-930380,2026-04-23,2374.09,GBP,Simmons-Green,Vendor payout,approved
TXN-101423,BATCH-1056,REF-679597,2026-04-08,7272.48,USD,"Thompson, Cooper and Young",Vendor payout,approved
TXN-101424,BATCH-1056,REF-108456,2026-02-05,16442.82,EUR,"Payne, Wall and Hernandez",Vendor payout,approved
TXN-101425,BATCH-1057,REF-964710,2026-03-07,24753.2,GBP,Nguyen-White,Vendor payout,approved
TXN-101426,BATCH-1057,REF-281685,2026-03-18,10833.74,GBP,Best Inc,Vendor payout,approved
TXN-101427,BATCH-1057,REF-102307,2026-02-07,3192.24,GBP,Schneider Ltd,Vendor payout,approved
TXN-101428,BATCH-1057,REF-557367,2026-02-18,9288.9,GBP,"Graham, Ferguson and Hill",Vendor payout,approved
TXN-101429,BATCH-1057,REF-961082,2026-02-13,545.07,EUR,Walter Inc,Vendor payout,approved
TXN-101430,BATCH-1057,REF-444076,2026-02-21,8084.83,USD,Allen Ltd,Vendor payout,approved
TXN-101431,BATCH-1057,REF-495618,2026-03-27,24649.23,GBP,"Kennedy, Lopez and Norton",Vendor payout,approved
TXN-101432,BATCH-1057,REF-561703,2026-03-21,14616.45,USD,"Hansen, Herrera and Taylor",Vendor payout,approved
TXN-101433,BATCH-1057,REF-863333,2026-03-11,26.29,EUR,"Hernandez, Greer and Jackson",Vendor payout,approved
TXN-101434,BATCH-1057,REF-391754,2026-04-24,14397.7,EUR,Li-Jones,Vendor payout,approved
TXN-101435,BATCH-1057,REF-275970,2026-03-17,1825.72,GBP,Wilson Group,Vendor payout,approved
