stripe_id,reference,date,gross_amount,fee,net_amount,currency,payee,status
po_8996168,REF-956820,2026-02-04T00:00:00Z,17940.12,17.99,17892.52,EUR,Mitchell-Byrd,settled
po_1331732,REF-753971,2026-01-23T00:00:00Z,19806.13,16.88,19756.23,GBP,"Garcia, Mercado and West",processing
po_5507505,REF-276894,2026-01-05T00:00:00Z,4349.5,15.84,4331.58,GBP,Jones-Taylor,pending
po_1695624,REF-111303,2026-04-07T00:00:00Z,14340.43,9.88,14325.67,EUR,Richards-Johnson,pending
po_7556784,REF-455366,2026-03-17T00:00:00Z,1640.48,5.45,1603.9,USD,"Malone, Bell and Bryant",settled
po_9475662,REF-181424,2026-03-09T00:00:00Z,14597.09,10.93,14549.24,USD,Gonzalez-Mcdaniel,failed
po_3204083,REF-888992,2026-03-10T00:00:00Z,9953.87,8.37,9919.58,EUR,"Hobbs, Blanchard and Porter",pending
po_2845435,REF-490874,2026-03-07T00:00:00Z,9210.92,10.82,9209.38,EUR,Richard LLC,failed
po_8452557,REF-404145,2026-01-02T00:00:00Z,16268.14,9.07,16254.06,GBP,Pennington PLC,pending
po_8975467,REF-957130,2026-01-02T00:00:00Z,12134.75,13.21,12089.1,EUR,Brown LLC,settled
po_4428429,REF-328621,2026-02-11T00:00:00Z,12730.36,16.45,12714.43,GBP,"Fleming, King and Herring",processing
po_2304420,REF-122971,2026-04-18T00:00:00Z,18581.44,8.63,18553.73,EUR,"Fox, Hernandez and Ryan",processing
po_9539102,REF-900069,2026-02-20T00:00:00Z,5210.3,2.52,5168.17,USD,"Adams, Rodriguez and Walker",pending
po_5402585,REF-943351,2026-04-08T00:00:00Z,10490.93,12.16,10481.52,EUR,Walter Inc,pending
po_2065510,REF-417180,2026-02-10T00:00:00Z,24343.82,16.57,24312.59,USD,Lane-Hines,processing
po_8816646,REF-384745,2026-01-20T00:00:00Z,6516.64,3.12,6480.13,GBP,Wilson and Sons,processing
po_3380969,REF-332567,2026-03-25T00:00:00Z,9719.619999999999,13.43,9674.46,EUR,Arellano-Whitaker,settled
po_9683574,REF-157041,2026-03-01T00:00:00Z,23520.96,17.46,23488.57,USD,Davenport PLC,settled
po_8677980,REF-282298,2026-03-11T00:00:00Z,3785.0299999999997,10.65,3776.81,USD,Kirk-Henson,failed
po_2848491,REF-178917,2026-01-11T00:00:00Z,16058.01,9.97,16048.61,EUR,Jones-Graham,processing
po_5707871,REF-225878,2026-03-20T00:00:00Z,13285.53,7.2,13271.33,USD,"Johnson, Meyer and Hanna",processing
po_4606256,REF-961216,2026-03-28T00:00:00Z,16078.06,1.35,16057.08,EUR,Pena Inc,settled
po_1012904,REF-109389,2026-01-31T00:00:00Z,23929.149999999998,15.33,23921.69,EUR,"Snow, Rodgers and Miller",pending
po_5670464,REF-469025,2026-01-05T00:00:00Z,21149.73,19.45,21115.43,GBP,Ibarra-Clark,processing
po_7897346,REF-224630,2026-01-18T00:00:00Z,21022.45,4.75,21013.99,GBP,Prince-Martinez,pending
po_3263052,REF-397485,2026-02-21T00:00:00Z,9582.14,19.08,9544.46,EUR,"Waller, Bass and Mitchell",pending
po_3589058,REF-235067,2026-03-20T00:00:00Z,4663.17,15.01,4633.36,EUR,Randall-Kerr,pending
po_9811257,REF-586530,2026-03-06T00:00:00Z,21641.86,10.94,21632.4,EUR,Edwards-Boyd,failed
po_1833330,REF-298809,2026-04-05T00:00:00Z,2446.72,13.51,2413.75,USD,"Waller, Bass and Mitchell",processing
po_9666878,REF-419773,2026-04-11T00:00:00Z,21046.649999999998,10.42,21005.89,GBP,Smith and Sons,pending
po_1933001,REF-775731,2026-02-24T00:00:00Z,3357.98,5.44,3331.57,GBP,Stone and Sons,pending
po_9958162,REF-373698,2026-03-20T00:00:00Z,24840.77,1.08,24833.32,EUR,"Nelson, Bowers and Cooper",processing
po_1112869,REF-528334,2026-03-19T00:00:00Z,15724.16,16.11,15707.99,USD,Howe and Sons,failed
po_4295872,REF-788545,2026-01-09T00:00:00Z,17810.239999999998,2.39,17777.76,EUR,Hernandez-Diaz,failed
po_4522665,REF-253734,2026-01-05T00:00:00Z,2200.39,4.61,2176.87,GBP,Dickson Inc,pending
po_2102077,REF-738513,2026-03-11T00:00:00Z,6940.9,17.81,6894.67,EUR,Johnson-Newton,processing
po_6823594,REF-594106,2026-04-10T00:00:00Z,19445.21,7.68,19440.37,GBP,"Chavez, Davis and Walton",pending
po_5550794,REF-471214,2026-04-11T00:00:00Z,15171.54,12.76,15135.34,USD,Gardner Inc,failed
po_2966787,REF-595761,2026-04-15T00:00:00Z,23075.03,19.71,23047.59,USD,Randolph and Sons,pending
po_5675830,REF-319158,2026-03-28T00:00:00Z,4507.61,14.17,4475.82,GBP,"Murphy, Jordan and Whitney",settled
po_4971670,REF-831711,2026-03-18T00:00:00Z,3827.7900000000004,8.93,3810.01,EUR,Mata Inc,pending
po_1714040,REF-991294,2026-02-02T00:00:00Z,15162.64,1.78,15132.41,EUR,Mcclain-Jensen,settled
po_6679143,REF-333159,2026-04-20T00:00:00Z,13561.24,7.52,13532.76,GBP,"Molina, Wells and Bright",processing
po_1117615,REF-409611,2026-01-04T00:00:00Z,2832.5,19.09,2808.17,GBP,"Graham, Garrett and Caldwell",failed
po_7549850,REF-657656,2026-04-20T00:00:00Z,12056.74,16.63,12019.19,GBP,Welch-Peck,failed
po_3313039,REF-238695,2026-02-21T00:00:00Z,10582.78,2.4,10545.08,EUR,Bauer Inc,failed
po_7223752,REF-326578,2025-12-31T00:00:00Z,12170.05,14.89,12166.89,GBP,Howe and Sons,settled
po_3401866,REF-226545,2026-03-16T00:00:00Z,6686.78,1.44,6667.9,USD,Prince-Martinez,failed
po_1721385,REF-590199,2026-03-13T00:00:00Z,19198.15,19.37,19190.63,EUR,Goodwin-Martinez,failed
po_5786762,REF-950730,2026-02-01T00:00:00Z,23409.12,5.28,23362.76,GBP,Jimenez-Bradley,settled
po_3632349,REF-508199,2026-03-17T00:00:00Z,15818.26,12.35,15774.78,USD,Hunter-Nicholson,failed
po_1511425,REF-527191,2026-03-30T00:00:00Z,15445.79,6.63,15422.86,USD,Brady-Ford,pending
po_8099454,REF-165942,2026-04-12T00:00:00Z,450.84000000000003,2.78,425.48,USD,"Howell, Hart and Swanson",processing
po_5432782,REF-368079,2026-01-22T00:00:00Z,14349.6,7.94,14312.74,EUR,Allen and Sons,settled
po_7788325,REF-434829,2026-01-06T00:00:00Z,17397.02,9.16,17367.56,EUR,"Clarke, Johnson and Watson",processing
po_5074974,REF-757668,2026-02-02T00:00:00Z,4940.04,14.19,4890.34,EUR,Garcia and Sons,processing
po_9037259,REF-773593,2026-04-13T00:00:00Z,13574.39,13.97,13562.97,USD,Buckley and Sons,pending
po_5333341,REF-687906,2026-04-21T00:00:00Z,7254.27,9.99,7245.17,USD,"Russell, Scott and Ramsey",pending
po_3939153,REF-247525,2026-03-24T00:00:00Z,5641.56,6.57,5615.26,GBP,"Taylor, Zavala and Bates",pending
po_3127983,REF-737647,2026-01-19T00:00:00Z,16549.52,2.09,16504.58,GBP,Simmons-Green,processing
po_3525773,REF-103963,2026-01-03T00:00:00Z,5109.21,10.36,5063.44,USD,"Pineda, Travis and Jones",processing
po_4993651,REF-135410,2026-03-30T00:00:00Z,23501.9,1.66,23482.36,EUR,"Owens, Peters and White",failed
po_8286828,REF-964122,2026-04-03T00:00:00Z,3427.61,15.41,3403.42,EUR,White Group,pending
po_5401874,REF-550573,2026-04-17T00:00:00Z,3511.91,14.85,3464.56,GBP,"Malone, Bell and Bryant",failed
po_2298335,REF-648110,2026-01-13T00:00:00Z,7907.29,18.36,7893.66,EUR,Ingram PLC,processing
po_5316105,REF-836310,2026-03-17T00:00:00Z,20396.11,2.93,20351.34,USD,"Molina, Wells and Bright",settled
po_3306375,REF-402321,2026-03-19T00:00:00Z,16567.38,16.52,16521.81,USD,Harvey Inc,failed
po_9822459,REF-517009,2026-02-12T00:00:00Z,4368.820000000001,13.33,4336.31,GBP,White-Wilson,settled
po_7566854,REF-831411,2026-02-18T00:00:00Z,1710.3300000000002,13.91,1708.13,GBP,"Luna, Morris and Gill",processing
po_1850525,REF-811218,2026-04-23T00:00:00Z,14237.17,2.13,14195.04,EUR,King-George,pending
po_6410210,REF-438324,2026-02-22T00:00:00Z,10051.439999999999,15.41,10034.38,USD,"Evans, Conway and Hall",processing
po_1964519,REF-107181,2025-12-31T00:00:00Z,6406.280000000001,8.88,6387.77,EUR,Vincent-Mcclure,failed
po_9879906,REF-172048,2026-02-02T00:00:00Z,3889.73,11.15,3868.81,EUR,Church Inc,processing
po_9601587,REF-166608,2026-04-03T00:00:00Z,20949.03,2.15,20916.52,EUR,Allen Group,settled
po_2110878,REF-131873,2026-01-28T00:00:00Z,18331.13,10.04,18289.77,GBP,Shaw-Decker,processing
po_4433355,REF-682209,2026-01-19T00:00:00Z,3413.2000000000003,15.63,3394.86,EUR,"Johnson, Phillips and Brown",processing
po_3828400,REF-363417,2026-03-14T00:00:00Z,14372.74,5.77,14336.6,EUR,Orozco Ltd,pending
po_1685668,REF-656213,2026-04-26T00:00:00Z,20052.87,11.71,20040.73,USD,Beard-Cooper,processing
po_4380048,REF-739277,2026-02-15T00:00:00Z,7161.610000000001,10.92,7160.43,EUR,Jones-Turner,pending
po_7049771,REF-639285,2026-03-30T00:00:00Z,19709.44,8.16,19673.03,GBP,Spears-Beck,failed
po_7233246,REF-203449,2026-01-26T00:00:00Z,20975.65,16.43,20970.13,EUR,"Drake, Torres and Murray",settled
po_3240052,REF-479389,2026-04-15T00:00:00Z,7413.7,3.74,7390.15,USD,"Rodriguez, Evans and Patterson",processing
po_1933296,REF-812307,2026-03-01T00:00:00Z,24551.760000000002,11.49,24517.88,USD,Hunt-Whitney,processing
po_9626648,REF-620512,2026-02-22T00:00:00Z,17593.34,12.08,17589.09,USD,Crawford Ltd,failed
po_7895853,REF-738084,2026-03-06T00:00:00Z,13967.769999999999,1.43,13956.71,EUR,Goodwin-Martinez,pending
po_2673834,REF-518537,2026-03-16T00:00:00Z,9988.46,11.77,9979.88,USD,Lane-Hines,processing
po_4681694,REF-967717,2026-03-24T00:00:00Z,12805.39,3.79,12780.82,USD,Thornton and Sons,pending
po_9234757,REF-990804,2026-03-25T00:00:00Z,5634.0599999999995,10.71,5616.99,GBP,"Liu, Parsons and Delacruz",processing
po_2680238,REF-824059,2026-02-14T00:00:00Z,24930.5,7.47,24913.68,USD,"Taylor, Zavala and Bates",settled
po_5419244,REF-774976,2026-01-16T00:00:00Z,11016.65,7.99,11013.46,USD,Robinson Group,pending
po_2909764,REF-783043,2026-01-06T00:00:00Z,7818.1900000000005,15.25,7801.3,EUR,Reynolds-Torres,settled
po_7912442,REF-156032,2026-03-09T00:00:00Z,22010.420000000002,11.92,21961.58,EUR,Hays-Dalton,failed
po_2996911,REF-953963,2026-02-07T00:00:00Z,20507.980000000003,18.95,20489.58,EUR,Gardner-Hayes,failed
po_6560417,REF-560515,2026-03-25T00:00:00Z,15073.859999999999,18.51,15045.46,GBP,Rivera-Stanley,failed
po_1402082,REF-996046,2026-02-17T00:00:00Z,5732.700000000001,18.3,5685.31,EUR,Anderson LLC,failed
po_5491844,REF-285268,2026-02-18T00:00:00Z,21205.11,18.54,21167.81,GBP,Howard LLC,settled
po_4823973,REF-273628,2026-04-24T00:00:00Z,137.96,6.7,98.36,USD,White-Wilson,failed
po_9992831,REF-689774,2026-04-14T00:00:00Z,17504.64,13.62,17483.79,USD,Howard LLC,pending
po_7326882,REF-885489,2026-04-29T00:00:00Z,20325.57,3.34,20302.4,EUR,Mitchell-Byrd,processing
po_3242098,REF-428673,2026-01-17T00:00:00Z,10936.119999999999,19.6,10901.8,USD,Joseph Group,failed
po_6492824,REF-680624,2026-02-23T00:00:00Z,1840.79,6.78,1832.45,USD,Robinson and Sons,processing
po_1881584,REF-914601,2026-01-31T00:00:00Z,703.26,8.29,696.87,USD,Brown LLC,processing
po_9153183,REF-886891,2026-04-10T00:00:00Z,5508.76,8.14,5474.18,GBP,Austin-Bonilla,failed
po_5548071,REF-931324,2026-04-28T00:00:00Z,15245.390000000001,18.58,15206.2,USD,"Ramirez, Hernandez and Fox",failed
po_7341293,REF-661977,2026-04-26T00:00:00Z,12077.58,14.22,12040.75,USD,Shaw-Decker,failed
po_3248366,REF-197302,2026-02-14T00:00:00Z,14560.85,1.15,14516.98,USD,Schneider Ltd,settled
po_5080366,REF-199361,2026-02-23T00:00:00Z,6120.61,4.92,6115.41,EUR,Perez-Neal,settled
po_9799742,REF-532592,2026-03-09T00:00:00Z,6289.6900000000005,6.72,6273.01,EUR,"Berry, Rios and Marshall",failed
po_1205309,REF-548595,2026-01-18T00:00:00Z,10199.3,2.0,10178.49,GBP,"Malone, Bell and Bryant",pending
po_1458160,REF-829153,2026-04-26T00:00:00Z,21880.89,10.13,21860.11,GBP,Charles-Butler,settled
po_3276390,REF-120020,2026-01-18T00:00:00Z,8053.76,6.28,8010.97,GBP,Coffey-Howell,settled
po_2267110,REF-797134,2026-01-23T00:00:00Z,21736.38,4.95,21729.8,GBP,Allen and Sons,failed
po_7907522,REF-290353,2026-02-15T00:00:00Z,4865.55,7.33,4831.27,GBP,Bryant LLC,pending
po_5152649,REF-931574,2026-02-23T00:00:00Z,7500.0,9.62,7477.57,EUR,Fletcher-Pruitt,processing
po_7436550,REF-755450,2026-03-22T00:00:00Z,6985.389999999999,8.68,6936.28,GBP,"Walker, Garcia and Mcguire",failed
po_7198743,REF-925789,2026-02-16T00:00:00Z,6717.83,8.68,6706.09,EUR,Mata Inc,failed
po_5191647,REF-854638,2026-02-24T00:00:00Z,19450.48,4.85,19441.93,EUR,"Garner, Lawson and Richard",processing
po_6435508,REF-264263,2026-01-10T00:00:00Z,7477.110000000001,18.86,7462.81,EUR,Moore LLC,failed
po_2294596,REF-705815,2026-03-26T00:00:00Z,12539.130000000001,7.74,12517.78,EUR,Zimmerman Group,pending
po_2600862,REF-584342,2026-03-29T00:00:00Z,2574.54,12.66,2560.12,GBP,Lopez-Stout,processing
po_8415891,REF-388461,2026-04-03T00:00:00Z,13929.85,7.14,13909.4,USD,Pennington PLC,failed
po_1190390,REF-887116,2026-02-13T00:00:00Z,9741.849999999999,16.59,9730.3,GBP,"Thompson, Cooper and Young",failed
po_7907077,REF-533703,2026-03-23T00:00:00Z,24871.47,11.46,24837.06,USD,"Smith, Guerra and Holmes",pending
po_4266312,REF-466901,2026-01-21T00:00:00Z,857.8100000000001,6.17,845.72,EUR,Gallegos-Stewart,failed
po_8284002,REF-386923,2026-03-28T00:00:00Z,20860.129999999997,5.11,20834.94,GBP,"Peterson, Hood and Arroyo",settled
po_1648481,REF-786243,2026-03-15T00:00:00Z,2624.02,11.67,2615.64,USD,"Molina, Wells and Bright",processing
po_6072816,REF-175868,2026-04-05T00:00:00Z,10147.970000000001,17.87,10119.85,GBP,King LLC,settled
po_6434567,REF-803908,2026-03-13T00:00:00Z,1929.8799999999999,2.88,1890.31,USD,Gonzalez-Mcdaniel,settled
po_3710727,REF-814966,2026-03-15T00:00:00Z,5150.43,10.89,5101.87,USD,"Evans, Conway and Hall",settled
po_8993284,REF-762700,2026-04-18T00:00:00Z,3377.3,8.0,3334.69,GBP,Jones-Turner,processing
po_3840705,REF-926925,2026-03-11T00:00:00Z,4721.599999999999,3.88,4708.37,USD,"Johnson, Meyer and Hanna",failed
po_6777972,REF-451813,2026-04-27T00:00:00Z,1944.0,19.97,1926.48,USD,"Hobbs, Blanchard and Porter",pending
po_9734158,REF-763745,2026-01-17T00:00:00Z,18523.109999999997,18.29,18496.35,USD,"Malone, Bell and Bryant",processing
po_4493137,REF-132113,2026-01-07T00:00:00Z,12698.34,15.79,12679.42,GBP,Mann Group,failed
po_8992849,REF-263643,2026-02-27T00:00:00Z,11222.27,1.81,11220.16,GBP,Richard LLC,failed
po_2721466,REF-496438,2026-04-14T00:00:00Z,2846.98,1.07,2803.01,USD,Dickson-Padilla,processing
po_3348927,REF-662349,2026-01-17T00:00:00Z,16828.33,11.49,16816.09,USD,Lee-Taylor,pending
po_5495901,REF-442613,2026-03-01T00:00:00Z,7138.78,16.25,7115.61,GBP,"Yu, Nguyen and Wood",pending
po_1128442,REF-131144,2026-03-26T00:00:00Z,17660.45,9.3,17620.66,USD,Pierce Inc,settled
po_5069897,REF-896048,2026-03-17T00:00:00Z,23929.41,12.65,23913.65,GBP,Reynolds LLC,pending
po_1378709,REF-682662,2026-03-01T00:00:00Z,23267.52,15.36,23247.63,EUR,"Jackson, Romero and Mendez",processing
po_7752786,REF-713608,2026-03-12T00:00:00Z,16880.59,1.26,16850.37,USD,Moore LLC,failed
po_1819381,REF-831772,2026-02-08T00:00:00Z,22911.07,7.83,22876.29,EUR,"Roberts, Frazier and Smith",pending
po_6340983,REF-447665,2026-02-18T00:00:00Z,402.0,8.87,393.95,USD,Gordon-Roberts,pending
po_5962045,REF-475090,2026-01-17T00:00:00Z,7502.75,9.74,7488.55,GBP,Welch-Peck,processing
po_5595391,REF-808116,2026-02-05T00:00:00Z,8099.56,14.48,8094.64,USD,"Bryant, Harrison and Carter",failed
po_1250757,REF-660544,2026-02-10T00:00:00Z,8575.6,4.13,8566.65,EUR,Gallegos-Stewart,processing
po_9814090,REF-728918,2026-03-27T00:00:00Z,5580.0,1.88,5560.04,USD,"Taylor, Zavala and Bates",settled
po_1443636,REF-823683,2026-04-25T00:00:00Z,15153.189999999999,8.74,15137.39,EUR,"Short, Moore and Douglas",pending
po_1553932,REF-525847,2026-04-25T00:00:00Z,17168.9,3.3,17120.31,GBP,"Curry, Wolfe and Ramirez",pending
po_9174087,REF-258569,2026-01-23T00:00:00Z,7574.36,2.17,7569.21,EUR,Buckley and Sons,settled
po_6937412,REF-204280,2026-02-24T00:00:00Z,17774.13,6.87,17725.61,GBP,"Wilson, Robertson and Gonzalez",processing
po_5779221,REF-942846,2026-04-03T00:00:00Z,5709.179999999999,6.5,5691.94,EUR,Hammond Ltd,failed
po_8058513,REF-410072,2026-03-19T00:00:00Z,381.75,7.46,345.89,GBP,Peterson LLC,failed
po_2004520,REF-127790,2026-01-16T00:00:00Z,16220.0,5.67,16211.36,EUR,Smith and Sons,settled
po_2201455,REF-548348,2026-03-21T00:00:00Z,668.99,8.19,625.41,GBP,Gonzalez-Mcdaniel,failed
po_3491461,REF-399962,2026-01-10T00:00:00Z,10410.58,14.36,10366.77,EUR,"Hobbs, Blanchard and Porter",settled
po_9337140,REF-498562,2026-04-18T00:00:00Z,10969.13,11.83,10947.91,GBP,"Ward, Garcia and Henry",failed
po_7187441,REF-131807,2026-03-26T00:00:00Z,1059.1899999999998,3.75,1055.07,USD,Vincent-Mcclure,pending
po_9578346,REF-974955,2026-03-03T00:00:00Z,23593.48,9.09,23578.1,USD,"Martinez, Henderson and Osborne",pending
po_2843096,REF-526556,2026-02-08T00:00:00Z,17719.25,13.77,17711.24,USD,Hughes Inc,processing
po_2223884,REF-726290,2026-01-22T00:00:00Z,21905.929999999997,3.09,21898.51,GBP,Skinner Ltd,processing
po_8778606,REF-305398,2026-04-10T00:00:00Z,22571.370000000003,3.6,22528.33,USD,Rivera-Stanley,settled
po_5077123,REF-313502,2026-01-03T00:00:00Z,17470.87,13.26,17460.41,USD,Farrell-Willis,pending
po_4363181,REF-519641,2026-03-03T00:00:00Z,7934.7,2.28,7933.49,GBP,Spears-Beck,pending
po_8572545,REF-627831,2026-02-06T00:00:00Z,735.1,8.24,700.99,USD,Garcia Ltd,pending
po_1403103,REF-316893,2026-03-30T00:00:00Z,12510.21,8.04,12481.66,GBP,White Group,processing
po_2299316,REF-751828,2026-02-02T00:00:00Z,2871.58,7.3,2865.27,USD,"Brown, Middleton and Williams",processing
po_5728583,REF-151157,2026-03-10T00:00:00Z,19686.41,5.6,19682.4,GBP,"Pena, Jones and Sanchez",failed
po_4306537,REF-647818,2026-01-24T00:00:00Z,1922.36,13.14,1919.3,USD,"Davis, Kim and Ingram",settled
po_9115690,REF-981637,2026-03-03T00:00:00Z,9586.67,9.28,9551.29,EUR,Anderson Inc,settled
po_4342125,REF-189325,2026-01-14T00:00:00Z,10630.55,2.25,10621.72,GBP,Best Inc,settled
po_5142525,REF-298800,2026-02-16T00:00:00Z,8356.54,5.55,8337.67,GBP,Ingram PLC,pending
po_8135725,REF-248925,2026-03-25T00:00:00Z,7097.12,10.21,7075.16,EUR,Smith-Gaines,pending
po_2027269,REF-265245,2026-01-26T00:00:00Z,195.41,3.39,186.34,GBP,"Wilson, Robertson and Gonzalez",failed
po_8661818,REF-670811,2026-04-12T00:00:00Z,2723.23,5.25,2684.72,USD,Dickson-Padilla,pending
po_1018399,REF-896871,2026-01-15T00:00:00Z,11781.07,2.17,11741.84,GBP,"Miller, Anderson and Padilla",processing
po_8879437,REF-302859,2026-01-18T00:00:00Z,1858.35,12.76,1852.75,USD,"Yu, Nguyen and Wood",processing
po_5462978,REF-909375,2026-02-13T00:00:00Z,2732.49,12.68,2730.7,EUR,Perez-Neal,failed
po_5334775,REF-847263,2026-03-28T00:00:00Z,23638.74,12.85,23625.79,GBP,Wagner Ltd,settled
po_1735785,REF-152500,2026-02-22T00:00:00Z,17344.04,14.47,17339.65,EUR,Jenkins-Henderson,pending
po_4702011,REF-687753,2026-02-13T00:00:00Z,12627.0,10.64,12610.39,USD,"Kennedy, Lopez and Norton",pending
po_5027624,REF-522491,2026-03-14T00:00:00Z,15053.869999999999,1.44,15013.07,USD,"Rodriguez, Sutton and Santiago",pending
po_9356059,REF-482590,2026-02-23T00:00:00Z,17358.34,6.51,17324.52,GBP,Lewis-Robinson,settled
po_3403183,REF-418970,2026-01-11T00:00:00Z,569.54,3.18,544.26,EUR,"Luna, Morris and Gill",pending
po_1954026,REF-787294,2026-04-18T00:00:00Z,24745.49,12.2,24709.09,EUR,Dickson-Gutierrez,pending
po_6622093,REF-424767,2026-04-13T00:00:00Z,13065.64,18.92,13038.0,GBP,"Malone, Bell and Bryant",pending
po_9587333,REF-375263,2026-04-28T00:00:00Z,15590.05,2.56,15550.4,USD,"Luna, Morris and Gill",pending
po_2235644,REF-917689,2026-02-07T00:00:00Z,13059.5,17.4,13009.82,EUR,"Roberts, Frazier and Smith",settled
po_6174508,REF-742643,2026-01-01T00:00:00Z,17037.850000000002,9.02,17029.99,USD,Brown and Sons,pending
po_9904849,REF-863859,2026-04-06T00:00:00Z,18370.420000000002,19.21,18342.83,EUR,Peters-Ward,processing
po_4088273,REF-192045,2026-01-03T00:00:00Z,13651.88,9.26,13630.05,GBP,Robinson Group,settled
po_6335005,REF-956710,2026-02-19T00:00:00Z,11231.179999999998,3.02,11202.47,EUR,White Group,failed
po_1492012,REF-732565,2026-02-10T00:00:00Z,12066.09,18.45,12019.8,USD,Perez-Neal,failed
po_9965462,REF-678222,2026-03-02T00:00:00Z,2783.3900000000003,2.53,2756.28,EUR,Harvey Inc,settled
po_9242231,REF-783134,2026-04-21T00:00:00Z,13169.539999999999,9.8,13151.41,USD,Nguyen-White,settled
po_9278006,REF-229489,2026-01-02T00:00:00Z,19368.68,11.86,19354.19,GBP,Lopez-Stout,settled
po_9363019,REF-992319,2026-01-29T00:00:00Z,3784.45,1.38,3752.14,USD,White-Wilson,pending
po_9301670,REF-372170,2026-01-17T00:00:00Z,22664.17,14.12,22619.85,GBP,Best Inc,failed
po_4672026,REF-152113,2026-02-01T00:00:00Z,22548.21,14.77,22534.75,GBP,Garcia and Sons,failed
po_8196746,REF-639086,2026-02-14T00:00:00Z,22442.55,17.24,22410.68,GBP,Gonzalez Inc,processing
po_5088661,REF-261750,2026-01-30T00:00:00Z,20759.8,17.79,20751.01,GBP,Davis PLC,processing
po_6354067,REF-355700,2026-02-07T00:00:00Z,16470.949999999997,7.86,16430.76,GBP,Davis Group,settled
po_4813067,REF-580127,2026-01-06T00:00:00Z,10083.119999999999,10.31,10037.3,USD,"Garza, Barker and Maddox",pending
po_1081630,REF-689538,2026-01-30T00:00:00Z,6774.98,7.53,6759.29,EUR,Dickson-Padilla,pending
po_4155638,REF-167874,2026-04-23T00:00:00Z,7813.360000000001,14.71,7808.51,EUR,Hunt-Whitney,settled
po_4073227,REF-274975,2026-02-04T00:00:00Z,16469.59,7.53,16429.09,GBP,Peters-Ward,settled
po_4894835,REF-809778,2026-04-01T00:00:00Z,5622.41,2.49,5605.53,USD,Griffin Inc,failed
po_4352026,REF-575797,2026-03-29T00:00:00Z,7846.93,5.75,7833.8,GBP,Jones Group,settled
po_3915877,REF-598731,2026-04-16T00:00:00Z,21188.17,1.55,21150.26,GBP,Washington-West,failed
po_8311956,REF-698757,2026-02-23T00:00:00Z,9859.06,18.88,9821.57,USD,"Pena, Jones and Sanchez",failed
po_4612353,REF-960764,2026-01-18T00:00:00Z,18049.300000000003,5.35,18034.56,GBP,Stone and Sons,settled
po_3947827,REF-259649,2026-03-24T00:00:00Z,21298.460000000003,5.51,21258.97,USD,"Garcia, Mercado and West",pending
po_2427420,REF-589221,2026-02-17T00:00:00Z,9087.8,14.44,9061.25,EUR,Fletcher-Pruitt,failed
po_8846695,REF-784902,2026-03-28T00:00:00Z,5675.610000000001,8.41,5644.97,USD,"Bates, Diaz and Lowe",failed
po_2643332,REF-982746,2026-01-14T00:00:00Z,5390.49,5.68,5360.4,USD,Jones-Fuentes,settled
po_6809230,REF-607559,2026-04-09T00:00:00Z,5508.0,15.07,5465.33,EUR,Perez-Neal,settled
po_4574334,REF-110855,2026-01-06T00:00:00Z,1473.07,6.88,1435.58,EUR,Washington-West,failed
po_6838230,REF-898210,2026-02-26T00:00:00Z,14886.85,2.31,14871.27,GBP,Smith-Gaines,pending
po_2008418,REF-355419,2026-01-09T00:00:00Z,13559.98,6.9,13554.05,USD,Mckinney-Cooper,pending
po_7896688,REF-934765,2026-02-15T00:00:00Z,13408.93,16.98,13397.04,GBP,Silva-Green,pending
po_1774654,REF-874142,2026-01-31T00:00:00Z,16224.7,7.72,16221.61,GBP,Webster and Sons,settled
po_2748178,REF-219684,2026-02-27T00:00:00Z,19528.9,9.72,19519.07,EUR,"Garza, Barker and Maddox",failed
po_7534479,REF-377695,2026-03-20T00:00:00Z,22098.07,12.4,22056.76,GBP,Cochran Inc,processing
po_3256065,REF-891935,2026-03-29T00:00:00Z,5964.65,15.53,5927.28,EUR,"Miller, Anderson and Padilla",processing
po_3782891,REF-618435,2026-02-15T00:00:00Z,13645.71,5.13,13608.97,USD,Brown-Huynh,failed
po_6002802,REF-618247,2026-01-22T00:00:00Z,7575.13,13.75,7565.6,EUR,"Rodriguez, Evans and Patterson",failed
po_9565000,REF-541972,2026-04-04T00:00:00Z,2884.77,18.61,2839.55,EUR,"Bryant, Harrison and Carter",pending
po_4038772,REF-610049,2026-01-28T00:00:00Z,137.26,3.75,99.67,EUR,Morris Inc,settled
po_3857812,REF-727373,2026-02-11T00:00:00Z,12084.080000000002,3.98,12076.79,USD,Arnold-Beck,processing
po_9003810,REF-830357,2026-02-26T00:00:00Z,579.88,12.05,535.05,GBP,Davenport PLC,processing
po_1157926,REF-230273,2026-03-03T00:00:00Z,7932.4,10.36,7910.2,USD,Kelly-Murphy,failed
po_2734021,REF-198690,2026-04-16T00:00:00Z,2411.96,6.8,2390.45,EUR,Walters PLC,processing
po_2909727,REF-823246,2026-04-19T00:00:00Z,2278.2000000000003,13.22,2239.78,USD,"Graham, Ferguson and Hill",settled
po_2289861,REF-816458,2026-04-11T00:00:00Z,24801.97,17.36,24777.93,EUR,Wade PLC,failed
po_6733552,REF-731296,2026-03-29T00:00:00Z,18899.02,18.17,18863.97,USD,Newman-Thomas,pending
po_4091304,REF-762823,2026-03-18T00:00:00Z,3866.7,17.73,3849.89,EUR,Hunt PLC,settled
