bank_txn_id,reference,date,amount,currency,payee,description,source_status
BNK-201277,REF-273628,2026-04-25,-98.36,USD,White-Wilson,ACH DEBIT,settled
BNK-201278,REF-689774,2026-04-15,-17483.79,USD,Howard LLC,WIRE TRANSFER,settled
BNK-201279,REF-885489,2026-04-30,-20302.4,eur,Mitchell-Byrd,Payout Execution,settled
BNK-201280,REF-428673,2026-01-20,-10901.8,usd,Joseph Group,WIRE TRANSFER,settled
BNK-201281,REF-680624,2026-02-24,-1832.45,usd,Robinson and Sons,ACH DEBIT,settled
BNK-201282,ref914601,02/02/2026,-696.87,USD,Brown LLC,Payout Execution,settled
BNK-201283,REF-886891,04/12/2026,-5474.18,GBP,Austin-Bonilla,WIRE TRANSFER,settled
BNK-201284,REF-931324,05/01/2026,-15206.2,USD,"Ramirez, Hernandez and Fox",WIRE TRANSFER,settled
BNK-201285,REF-661977,2026-04-27,-12040.75,usd,Shaw-Decker,Vendor Settlement,settled
BNK-201286,REF-197302,02/15/2026,-14516.98,USD,Schneider Ltd,ACH DEBIT,settled
BNK-201287,REF-199361,2026-02-26,-6115.41,eur,Perez-Neal,Payout Execution,settled
BNK-201288,REF-532592,2026-03-10,-6272.99,EUR,"BERRY, RIOS AND MARSHALL",Payout Execution,settled
BNK-201289,REF-548595,2026-01-21,-10178.49,GBP,"Malone, Bell and Bryant",WIRE TRANSFER,settled
BNK-201290,REF-829153,04/27/2026,-21860.11,GBP,CHARLES-BUTLER,WIRE TRANSFER,settled
BNK-201291,REF-120020,2026-01-19,-8010.97,GBP,Coffey-Howell,WIRE TRANSFER,settled
BNK-201292,ref797134,2026-01-24,-21729.8,GBP,Allen and Sons,ACH DEBIT,settled
BNK-201293,REF-290353,2026-02-18,-4831.27,GBP,Bryant LLC,Vendor Settlement,settled
BNK-201294,REF-931574,2026-02-24,-7477.57,EUR,Fletcher-Pruitt,Vendor Settlement,settled
BNK-201295,REF-755450,03/24/2026,-6936.28,GBP,"WALKER, GARCIA AND MCGUIRE",WIRE TRANSFER,settled
BNK-201296,REF-925789,02/17/2026,-6706.09,EUR,Mata Inc,Payout Execution,settled
BNK-201297,REF-854638,02/26/2026,-19441.93,eur,"Garner, Lawson and Richard",Vendor Settlement,settled
BNK-201298,REF-264263,2026-01-13,-7462.81,EUR,Moore LLC,WIRE TRANSFER,settled
BNK-201299,REF-705815,2026-03-27,-12517.78,EUR,Zimmerman Group,WIRE TRANSFER,settled
BNK-201300,ref584342,04/03/2026,-2560.12,gbp,Lopez-Stout,ACH DEBIT,settled
BNK-201301,REF-388461,04/06/2026,-13909.4,USD,Pennington PLC,Vendor Settlement,settled
BNK-201302,REF-887116,02/15/2026,-9730.3,gbp,"Thompson, Cooper and Young",Vendor Settlement,settled
BNK-201303,REF-533703,2026-03-26,-24837.06,USD,"Smith, Guerra and Holmes",ACH DEBIT,settled
BNK-201304,ref466901,01/24/2026,-845.72,EUR,GALLEGOS-STEWART,ACH DEBIT,settled
BNK-201305,REF-386923,03/31/2026,-20834.94,gbp,"PETERSON, HOOD AND ARROYO",ACH DEBIT,settled
BNK-201306,REF-786243,2026-03-18,-2615.64,USD,"Molina, Wells and Bright",WIRE TRANSFER,settled
BNK-201307,REF-175868,2026-04-08,-10119.85,GBP,King LLC,Vendor Settlement,settled
BNK-201308,REF-803908,2026-03-14,-1890.31,USD,Gonzalez-Mcdaniel,ACH DEBIT,settled
BNK-201309,REF-814966,03/17/2026,-5101.87,USD,"Evans, Conway and Hall",ACH DEBIT,settled
BNK-201310,REF-762700,2026-04-20,-3334.69,GBP,Jones-Turner,Payout Execution,settled
BNK-201311,ref926925,2026-03-12,-4708.37,USD,"Johnson, Meyer and Hanna",Vendor Settlement,settled
BNK-201312,REF-451813,2026-04-28,-1926.48,USD,"Hobbs, Blanchard and Porter",Vendor Settlement,settled
BNK-201313,REF-763745,01/19/2026,-18496.35,USD,"Malone, Bell and Bryant",Vendor Settlement,settled
BNK-201314,ref132113,01/09/2026,-12679.42,GBP,Mann Group,Payout Execution,settled
BNK-201315,REF-263643,03/01/2026,-11220.16,gbp,Richard LLC,ACH DEBIT,settled
BNK-201316,REF-496438,04/17/2026,-2803.01,usd,Dickson-Padilla,Payout Execution,settled
BNK-201317,ref662349,2026-01-18,-16816.09,usd,Lee-Taylor,WIRE TRANSFER,settled
BNK-201318,REF-442613,03/02/2026,-7115.61,gbp,"Yu, Nguyen and Wood",ACH DEBIT,settled
BNK-201319,REF-131144,2026-03-28,-17620.66,USD,Pierce Inc,WIRE TRANSFER,settled
BNK-201320,REF-896048,03/26/2026,-23913.68,gbp,Reynolds LLC,Vendor Settlement,settled
BNK-201321,REF-682662,2026-03-03,-23247.63,EUR,"Jackson, Romero and Mendez",WIRE TRANSFER,settled
BNK-201322,REF-713608,03/13/2026,-16850.37,USD,Moore LLC,WIRE TRANSFER,settled
BNK-201323,REF-831772,2026-02-09,-22876.29,EUR,"Roberts, Frazier and Smith",Payout Execution,settled
BNK-201324,REF-447665,02/20/2026,-393.95,USD,GORDON-ROBERTS,Payout Execution,settled
BNK-201325,REF-475090,01/18/2026,-7488.55,GBP,Welch-Peck,Payout Execution,settled
BNK-201326,REF-808116,2026-02-06,-8094.64,USD,"BRYANT, HARRISON AND CARTER",ACH DEBIT,settled
BNK-201327,REF-660544,2026-02-12,-8566.65,EUR,Gallegos-Stewart,Payout Execution,settled
BNK-201328,REF-728918,03/29/2026,-5560.04,USD,"Taylor, Zavala and Bates",WIRE TRANSFER,settled
BNK-201329,REF-823683,04/28/2026,-15137.39,EUR,"Short, Moore and Douglas",WIRE TRANSFER,settled
BNK-201330,REF-525847,2026-04-27,-17120.31,GBP,"Curry, Wolfe and Ramirez",Vendor Settlement,settled
BNK-201331,REF-258569,2026-01-24,-7569.21,EUR,Buckley and Sons,Payout Execution,settled
BNK-201332,REF-204280,02/26/2026,-17725.61,GBP,"WILSON, ROBERTSON AND GONZALEZ",Vendor Settlement,settled
BNK-201333,REF-942846,04/04/2026,-5691.94,EUR,Hammond Ltd,ACH DEBIT,settled
BNK-201334,REF-410072,2026-03-21,-345.89,GBP,Peterson LLC,Payout Execution,settled
BNK-201335,REF-127790,01/19/2026,-16211.36,EUR,SMITH AND SONS,ACH DEBIT,settled
BNK-201336,REF-548348,03/22/2026,-625.41,gbp,Gonzalez-Mcdaniel,WIRE TRANSFER,settled
BNK-201337,REF-399962,2026-01-11,-10366.74,EUR,"Hobbs, Blanchard and Porter",WIRE TRANSFER,settled
BNK-201338,REF-498562,04/20/2026,-10947.91,gbp,"Ward, Garcia and Henry",WIRE TRANSFER,settled
BNK-201339,REF-131807,03/28/2026,-1055.07,USD,Vincent-Mcclure,WIRE TRANSFER,settled
BNK-201340,REF-974955,03/05/2026,-23578.1,USD,"Martinez, Henderson and Osborne",Payout Execution,settled
BNK-201341,REF-526556,02/17/2026,-17711.24,USD,Hughes Inc,Vendor Settlement,settled
BNK-201342,REF-726290,2026-01-23,-21898.51,GBP,Skinner Ltd,WIRE TRANSFER,settled
BNK-201343,REF-305398,2026-04-12,-22528.33,USD,Rivera-Stanley,Payout Execution,settled
BNK-201344,REF-313502,01/04/2026,-17460.41,USD,Farrell-Willis,WIRE TRANSFER,settled
BNK-201345,REF-519641,2026-03-06,-7933.49,GBP,Spears-Beck,Payout Execution,settled
BNK-201346,REF-627831,2026-02-08,-700.99,USD,Garcia Ltd,Payout Execution,settled
BNK-201347,ref316893,04/01/2026,-12481.66,GBP,White Group,WIRE TRANSFER,settled
BNK-201348,REF-751828,2026-02-04,-2865.27,USD,"Brown, Middleton and Williams",ACH DEBIT,settled
BNK-201349,REF-151157,2026-03-11,-19682.4,GBP,"Pena, Jones and Sanchez",ACH DEBIT,settled
BNK-201350,REF-647818,01/27/2026,-1919.3,USD,"Davis, Kim and Ingram",ACH DEBIT,settled
BNK-201351,REF-981637,2026-03-12,-9551.27,EUR,Anderson Inc,WIRE TRANSFER,settled
BNK-201352,REF-189325,01/17/2026,-10621.72,GBP,Best Inc,WIRE TRANSFER,settled
BNK-201353,REF-298800,02/18/2026,-8337.67,GBP,Ingram PLC,Vendor Settlement,settled
BNK-201354,REF-248925,2026-03-26,-7075.16,eur,Smith-Gaines,Vendor Settlement,settled
BNK-201355,REF-265245,2026-01-28,-186.34,GBP,"WILSON, ROBERTSON AND GONZALEZ",Vendor Settlement,settled
BNK-201356,REF-670811,04/14/2026,-2684.7,usd,Dickson-Padilla,ACH DEBIT,settled
BNK-201357,REF-896871,01/18/2026,-11741.84,GBP,"Miller, Anderson and Padilla",WIRE TRANSFER,settled
BNK-201358,REF-302859,2026-01-20,-1852.75,USD,"Yu, Nguyen and Wood",Payout Execution,settled
BNK-201359,REF-909375,02/15/2026,-2730.7,EUR,Perez-Neal,Vendor Settlement,settled
BNK-201360,REF-847263,2026-03-30,-23625.79,gbp,WAGNER LTD,ACH DEBIT,settled
BNK-201361,REF-152500,2026-02-23,-17339.65,EUR,Jenkins-Henderson,ACH DEBIT,settled
BNK-201362,REF-687753,02/16/2026,-12610.39,USD,"Kennedy, Lopez and Norton",WIRE TRANSFER,settled
BNK-201363,REF-522491,03/16/2026,-15013.07,USD,"Rodriguez, Sutton and Santiago",Vendor Settlement,settled
BNK-201364,REF-482590,02/24/2026,-17324.52,GBP,Lewis-Robinson,WIRE TRANSFER,settled
BNK-201365,REF-418970,2026-01-14,-544.26,EUR,"Luna, Morris and Gill",WIRE TRANSFER,settled
BNK-201366,REF-787294,2026-04-19,-24709.09,EUR,DICKSON-GUTIERREZ,ACH DEBIT,settled
BNK-201367,REF-424767,2026-04-16,-13038.0,GBP,"Malone, Bell and Bryant",ACH DEBIT,settled
BNK-201368,REF-375263,2026-05-01,-15550.4,USD,"Luna, Morris and Gill",ACH DEBIT,settled
BNK-201369,REF-917689,2026-02-09,-13009.82,EUR,"Roberts, Frazier and Smith",WIRE TRANSFER,settled
BNK-201370,REF-742643,01/03/2026,-17029.99,USD,BROWN AND SONS,ACH DEBIT,settled
BNK-201371,REF-863859,2026-04-07,-18342.83,EUR,Peters-Ward,WIRE TRANSFER,settled
BNK-201372,REF-192045,2026-01-06,-13630.05,GBP,Robinson Group,WIRE TRANSFER,settled
BNK-201373,REF-956710,2026-02-21,-11202.47,EUR,White Group,WIRE TRANSFER,settled
BNK-201374,REF-732565,02/16/2026,-12019.8,USD,Perez-Neal,Vendor Settlement,settled
BNK-201375,REF-678222,03/09/2026,-2756.28,EUR,Harvey Inc,ACH DEBIT,settled
BNK-201376,REF-783134,04/30/2026,-13151.41,USD,Nguyen-White,Payout Execution,settled
BNK-201377,REF-229489,2026-01-03,-19354.19,GBP,Lopez-Stout,ACH DEBIT,settled
BNK-201378,REF-992319,2026-01-30,-3752.14,USD,White-Wilson,ACH DEBIT,settled
BNK-201379,REF-372170,01/20/2026,-22619.85,GBP,Best Inc,Vendor Settlement,settled
BNK-201380,REF-152113,02/04/2026,-22534.75,GBP,Garcia and Sons,Vendor Settlement,settled
BNK-201381,REF-639086,02/15/2026,-22410.68,GBP,Gonzalez Inc,Vendor Settlement,settled
BNK-201382,REF-261750,01/31/2026,-20751.01,gbp,Davis PLC,Vendor Settlement,settled
BNK-201383,REF-355700,2026-02-10,-16430.76,GBP,Davis Group,Vendor Settlement,settled
BNK-201384,REF-580127,2026-01-07,-10037.3,USD,"Garza, Barker and Maddox",Payout Execution,settled
BNK-201385,ref689538,01/31/2026,-6759.29,eur,DICKSON-PADILLA,WIRE TRANSFER,settled
BNK-201386,REF-167874,2026-04-24,-7808.51,EUR,Hunt-Whitney,Vendor Settlement,settled
BNK-201387,REF-274975,2026-02-06,-16429.09,GBP,Peters-Ward,Payout Execution,settled
BNK-201388,REF-809778,04/03/2026,-5605.53,USD,Griffin Inc,ACH DEBIT,settled
BNK-201389,ref575797,2026-04-01,-7833.8,GBP,Jones Group,Payout Execution,settled
BNK-201390,REF-598731,2026-04-18,-21150.26,GBP,Washington-West,ACH DEBIT,settled
BNK-201391,ref698757,2026-02-24,-9821.57,USD,"Pena, Jones and Sanchez",ACH DEBIT,settled
BNK-201392,REF-960764,2026-01-19,-18034.56,GBP,STONE AND SONS,WIRE TRANSFER,settled
BNK-201393,REF-259649,03/25/2026,-21258.97,USD,"Garcia, Mercado and West",WIRE TRANSFER,settled
BNK-201394,REF-589221,2026-02-26,-9061.25,EUR,Fletcher-Pruitt,WIRE TRANSFER,settled
BNK-201395,REF-784902,2026-03-29,-5644.97,USD,"Bates, Diaz and Lowe",ACH DEBIT,settled
BNK-201396,REF-982746,01/16/2026,-5360.4,USD,Jones-Fuentes,WIRE TRANSFER,settled
BNK-201397,REF-607559,04/10/2026,-5465.33,EUR,Perez-Neal,Vendor Settlement,settled
BNK-201398,ref110855,2026-01-07,-1435.58,EUR,Washington-West,ACH DEBIT,settled
BNK-201399,ref898210,2026-02-28,-14871.3,GBP,Smith-Gaines,Payout Execution,settled
BNK-201400,REF-355419,01/12/2026,-13554.05,usd,Mckinney-Cooper,Payout Execution,settled
BNK-201401,REF-934765,2026-02-16,-13397.04,GBP,Silva-Green,ACH DEBIT,settled
BNK-201402,REF-874142,02/02/2026,-16221.61,GBP,Webster and Sons,WIRE TRANSFER,settled
BNK-201403,REF-219684,2026-03-01,-19519.07,EUR,"Garza, Barker and Maddox",Vendor Settlement,settled
BNK-201404,REF-377695,03/23/2026,-22056.76,gbp,Cochran Inc,Vendor Settlement,settled
BNK-201405,REF-891935,04/01/2026,-5927.28,EUR,"Miller, Anderson and Padilla",ACH DEBIT,settled
BNK-201406,REF-618435,02/16/2026,-13608.97,USD,Brown-Huynh,ACH DEBIT,settled
BNK-201407,REF-618247,2026-01-24,-7565.6,eur,"Rodriguez, Evans and Patterson",ACH DEBIT,settled
BNK-201408,REF-541972,04/05/2026,-2839.55,EUR,"Bryant, Harrison and Carter",Payout Execution,settled
BNK-201409,REF-610049,2026-01-31,-99.67,EUR,MORRIS INC,Vendor Settlement,settled
BNK-201410,REF-727373,2026-02-17,-12076.78,USD,ARNOLD-BECK,Payout Execution,settled
BNK-201411,REF-830357,03/01/2026,-535.05,GBP,Davenport PLC,Vendor Settlement,settled
BNK-201412,REF-230273,03/04/2026,-7910.2,USD,Kelly-Murphy,ACH DEBIT,settled
BNK-201413,REF-198690,04/17/2026,-2390.45,EUR,Walters PLC,Payout Execution,settled
BNK-201414,REF-823246,04/22/2026,-2239.78,USD,"Graham, Ferguson and Hill",ACH DEBIT,settled
BNK-201415,REF-816458,2026-04-14,-24777.93,EUR,Wade PLC,WIRE TRANSFER,settled
BNK-201416,REF-731296,03/30/2026,-18863.97,USD,Newman-Thomas,WIRE TRANSFER,settled
BNK-201417,REF-762823,03/19/2026,-3849.89,eur,Hunt PLC,ACH DEBIT,settled
BNK-201418,REF-211457,2026-04-28,-20805.98,eur,Dickson Inc,WIRE TRANSFER,settled
BNK-201419,REF-328199,02/25/2026,-7975.52,USD,Davis PLC,Payout Execution,settled
BNK-201420,REF-740972,2026-04-08,-22868.79,USD,Roberts Group,ACH DEBIT,settled
BNK-201421,REF-601449,01/06/2026,-4822.93,EUR,"Hernandez, Hill and Hull",WIRE TRANSFER,settled
BNK-201422,REF-930380,2026-04-25,-2374.09,GBP,Simmons-Green,Vendor Settlement,settled
BNK-201423,REF-679597,2026-04-09,-7272.47,USD,"Thompson, Cooper and Young",ACH DEBIT,settled
BNK-201424,REF-108456,02/07/2026,-16442.82,EUR,"Payne, Wall and Hernandez",ACH DEBIT,settled
BNK-201425,REF-964710,03/10/2026,-24753.22,GBP,Nguyen-White,WIRE TRANSFER,settled
BNK-201426,REF-281685,2026-03-18,-10833.74,GBP,BEST INC,ACH DEBIT,settled
BNK-201427,REF-102307,02/08/2026,-3192.24,GBP,Schneider Ltd,Vendor Settlement,settled
BNK-201428,REF-557367,02/26/2026,-9288.9,GBP,"Graham, Ferguson and Hill",WIRE TRANSFER,settled
BNK-201429,REF-961082,02/13/2026,-545.07,EUR,Walter Inc,Payout Execution,settled
BNK-201430,REF-444076,2026-02-21,-8084.83,usd,Allen Ltd,Vendor Settlement,settled
BNK-201431,REF-495618,03/29/2026,-24649.23,GBP,"Kennedy, Lopez and Norton",ACH DEBIT,settled
BNK-201432,ref561703,03/21/2026,-14616.45,USD,"Hansen, Herrera and Taylor",Payout Execution,settled
BNK-201433,REF-863333,03/16/2026,-26.29,EUR,"Hernandez, Greer and Jackson",WIRE TRANSFER,settled
BNK-201434,REF-391754,04/30/2026,-14397.7,EUR,Li-Jones,WIRE TRANSFER,settled
BNK-201435,REF-275970,2026-03-18,-1825.72,GBP,Wilson Group,WIRE TRANSFER,settled
BNK-201436,REF-174810,04/14/2026,-21866.75,EUR,Hickman-Walter,Payout Execution,settled
BNK-201437,REF-675952,2026-02-28,-567.85,usd,Roberts LLC,Vendor Settlement,settled
BNK-201438,REF-443458,2026-02-20,-18980.69,USD,"Ramirez, Hernandez and Fox",WIRE TRANSFER,settled
BNK-201439,REF-257851,03/28/2026,-5834.91,GBP,"Chavez, Davis and Walton",ACH DEBIT,settled
BNK-201440,REF-533561,03/28/2026,-11538.08,EUR,Anderson-Parks,Payout Execution,settled
BNK-201441,REF-450520,04/02/2026,-16260.33,EUR,"Ward, Garcia and Henry",ACH DEBIT,settled
BNK-201442,ref589942,02/24/2026,-21806.18,usd,Webster and Sons,Payout Execution,settled
BNK-201443,REF-528910,04/13/2026,-14285.11,EUR,Thomas PLC,Vendor Settlement,settled
BNK-201444,REF-816741,2026-03-24,-23538.63,eur,King LLC,Vendor Settlement,settled
BNK-201445,REF-325482,03/08/2026,-2191.92,usd,Washington-West,Payout Execution,settled
BNK-201446,REF-519320,2026-02-24,-7034.59,EUR,"CLARKE, JOHNSON AND WATSON",Vendor Settlement,settled
BNK-201447,REF-342805,03/30/2026,-6923.75,USD,Gray PLC,Vendor Settlement,settled
BNK-201448,REF-326787,01/09/2026,-1700.46,USD,Beard-Cooper,ACH DEBIT,settled
BNK-201449,REF-297108,2026-01-02,-7498.31,EUR,"Hernandez, Wade and Rodriguez",Payout Execution,settled
BNK-201450,ref313443,01/13/2026,-11989.68,USD,Walter Inc,Payout Execution,settled
BNK-201451,REF-677112,2026-03-06,-15951.44,GBP,Peterson LLC,ACH DEBIT,settled
BNK-201452,REF-664172,2026-01-28,-9435.33,EUR,Dickson Inc,ACH DEBIT,settled
BNK-201453,REF-264611,2026-02-09,-4747.24,USD,Anderson-Parks,ACH DEBIT,settled
BNK-201454,REF-521084,04/03/2026,-2289.68,USD,"Thompson, Cooper and Young",ACH DEBIT,settled
BNK-201455,REF-149757,04/27/2026,-11037.75,USD,Cobb Group,Payout Execution,settled
BNK-201456,REF-685484,04/13/2026,-8155.27,EUR,Barrera Group,Vendor Settlement,settled
BNK-201457,REF-499020,2026-04-03,-597.12,USD,"Rodriguez, Evans and Patterson",ACH DEBIT,settled
BNK-201458,REF-769029,04/30/2026,-15829.67,EUR,MORGAN-MCKINNEY,WIRE TRANSFER,settled
BNK-201459,REF-938496,03/28/2026,-8647.94,usd,"Cox, Fernandez and Baker",Payout Execution,settled
BNK-201460,REF-745592,02/14/2026,-22823.9,EUR,Walters LLC,Vendor Settlement,settled
BNK-201461,ref116709,2026-02-22,-17669.76,USD,"Drake, Torres and Murray",Vendor Settlement,settled
BNK-201462,REF-187484,02/04/2026,-1065.41,GBP,Hughes Inc,WIRE TRANSFER,settled
BNK-201463,REF-633367,2026-03-11,-5533.43,gbp,Randolph and Sons,ACH DEBIT,settled
BNK-201464,REF-500755,03/13/2026,-22120.9,USD,MAXWELL-SHEPHERD,ACH DEBIT,settled
BNK-201465,REF-357836,2026-04-06,-21424.53,GBP,"Fox, Hernandez and Ryan",Vendor Settlement,settled
BNK-201466,REF-197492,04/25/2026,-3225.44,USD,Robinson Group,Payout Execution,settled
BNK-201467,REF-792929,2026-03-30,-20871.96,EUR,Wagner Ltd,WIRE TRANSFER,settled
BNK-201468,REF-459502,03/08/2026,-5261.47,EUR,"Liu, Parsons and Delacruz",Payout Execution,settled
BNK-201469,REF-441263,2026-03-17,-12003.76,eur,Robbins LLC,Vendor Settlement,settled
BNK-201470,REF-767013,2026-04-02,-24135.06,USD,Cooper Ltd,ACH DEBIT,settled
BNK-201471,REF-433754,2026-04-11,-6723.82,EUR,Morgan-Mckinney,Payout Execution,settled
BNK-201472,REF-975634,01/08/2026,-8790.27,GBP,"Short, Moore and Douglas",WIRE TRANSFER,settled
BNK-201473,REF-500105,03/04/2026,-7650.11,GBP,Schneider Ltd,ACH DEBIT,settled
BNK-201474,REF-329820,04/23/2026,-13849.88,USD,"Rogers, Anderson and Campos",ACH DEBIT,settled
BNK-201475,REF-997363,2026-03-05,-22315.09,USD,"MOSS, ATKINS AND DANIELS",Vendor Settlement,settled
BNK-201476,REF-656495,2026-04-02,-2699.46,GBP,Smith Ltd,ACH DEBIT,settled
BNK-201477,REF-456708,2026-03-01,-13938.14,USD,Arroyo-Pope,Vendor Settlement,settled
BNK-201478,ref603838,2026-04-18,-11159.13,GBP,HUGHES INC,Payout Execution,settled
BNK-201479,REF-804836,2026-01-27,-15110.28,USD,"Taylor, Zavala and Bates",Payout Execution,settled
BNK-201480,REF-860515,02/10/2026,-12048.18,EUR,"Martinez, Joseph and Simmons",Payout Execution,settled
BNK-201481,REF-524584,03/06/2026,-20755.96,EUR,Johnson Inc,ACH DEBIT,settled
BNK-201482,REF-795428,01/31/2026,-19168.33,gbp,"Hayes, Luna and Miller",Vendor Settlement,settled
BNK-201483,REF-199856,2026-02-10,-6777.33,GBP,"Salinas, Barnes and Cooper",WIRE TRANSFER,settled
BNK-201484,REF-611494,2026-04-18,-12162.46,GBP,Church Inc,Vendor Settlement,settled
BNK-201485,REF-206705,2026-03-02,-11114.89,EUR,Li-Jones,Payout Execution,settled
BNK-201486,REF-397167,2026-03-06,-24867.48,GBP,"Ramirez, Hernandez and Fox",ACH DEBIT,settled
BNK-201487,REF-501832,05/02/2026,-18955.51,EUR,Hamilton-Bautista,WIRE TRANSFER,settled
BNK-201488,REF-918511,04/14/2026,-2768.3,EUR,Gomez-Cardenas,Vendor Settlement,settled
BNK-201489,REF-612805,01/06/2026,-17588.19,GBP,Lewis-Robinson,WIRE TRANSFER,settled
BNK-201490,REF-616422,2026-01-24,-1202.03,EUR,Newman-Thomas,Payout Execution,settled
BNK-201491,REF-154053,03/28/2026,-4920.53,GBP,Price PLC,WIRE TRANSFER,settled
BNK-201492,REF-720020,04/15/2026,-5951.18,GBP,Bowers Ltd,ACH DEBIT,settled
BNK-201493,REF-213461,2026-01-13,-8073.73,USD,"Lewis, Joyce and Robertson",Vendor Settlement,settled
BNK-201494,REF-492990,2026-01-26,-9454.12,EUR,Wright Group,Vendor Settlement,settled
BNK-201495,REF-679460,01/29/2026,-17186.56,USD,Welch-Peck,Vendor Settlement,settled
BNK-201496,REF-178119,01/05/2026,-9565.5,USD,Erickson and Sons,ACH DEBIT,settled
BNK-201497,REF-606362,03/07/2026,-12716.25,EUR,"Garcia, Mercado and West",WIRE TRANSFER,settled
BNK-201498,REF-536245,03/23/2026,-16363.79,GBP,"Owen, Gibson and Johnson",ACH DEBIT,settled
BNK-201499,REF-520065,2026-04-13,-9693.39,EUR,Harvey Inc,WIRE TRANSFER,settled
BNK-201500,REF-452628,2026-01-19,-16138.19,usd,DAVIS-MITCHELL,Vendor Settlement,settled
BNK-201501,REF-223591,01/28/2026,-23863.25,EUR,Jones-Graham,Vendor Settlement,settled
BNK-201502,REF-931171,2026-02-17,-13771.31,GBP,Reed PLC,WIRE TRANSFER,settled
BNK-201503,REF-426629,03/04/2026,-11229.65,eur,White Group,ACH DEBIT,settled
BNK-201504,REF-638157,2026-02-19,-4755.22,GBP,"Davis, Kim and Ingram",Payout Execution,settled
BNK-201505,REF-159751,03/01/2026,-840.64,eur,COLON GROUP,Payout Execution,settled
BNK-201506,REF-684426,04/08/2026,-9644.99,EUR,"MILLER, ANDERSON AND PADILLA",Vendor Settlement,settled
BNK-201507,REF-347814,04/08/2026,-21072.89,GBP,Bowers Ltd,Payout Execution,settled
BNK-201508,REF-394551,03/13/2026,-2929.85,USD,Church Inc,ACH DEBIT,settled
BNK-201509,REF-477360,2026-04-27,-12104.13,eur,"CLARKE, JOHNSON AND WATSON",Payout Execution,settled
BNK-201510,REF-692733,03/08/2026,-10472.73,EUR,Schneider Ltd,ACH DEBIT,settled
BNK-201511,REF-983793,01/03/2026,-13222.41,eur,"Payne, Wall and Hernandez",Payout Execution,settled
BNK-201512,REF-893634,2026-01-08,-10989.85,EUR,"Williams, Oneill and Torres",WIRE TRANSFER,settled
BNK-201513,REF-726077,2026-03-13,-24709.19,USD,Allen and Sons,WIRE TRANSFER,settled
BNK-201514,REF-989364,2026-04-18,-588.38,EUR,Peters-Ward,WIRE TRANSFER,settled
BNK-201515,REF-460326,03/06/2026,-14979.68,USD,Ramsey-Caldwell,Vendor Settlement,settled
BNK-201516,REF-110282,2026-04-12,-24047.12,GBP,LAWRENCE-LEE,WIRE TRANSFER,settled
BNK-201517,REF-768510,2026-03-14,-12004.78,EUR,"Walker, Garcia and Mcguire",ACH DEBIT,settled
BNK-201518,REF-238116,2026-03-28,-23064.53,GBP,Young-Hudson,WIRE TRANSFER,settled
BNK-201519,REF-798910,2026-04-30,-4362.69,USD,Davis PLC,ACH DEBIT,settled
BNK-201520,REF-122232,2026-01-20,-7822.68,gbp,Rose-Gonzales,Vendor Settlement,settled
BNK-201521,REF-382130,2026-01-09,-15497.36,GBP,Smith and Sons,Payout Execution,settled
BNK-201522,REF-870645,02/09/2026,-1408.67,GBP,"Wilson, Robertson and Gonzalez",WIRE TRANSFER,settled
BNK-201523,REF-260986,03/18/2026,-21614.1,EUR,HAYS-DALTON,Payout Execution,settled
BNK-201524,REF-747417,2026-01-04,-15242.36,EUR,Reeves Ltd,WIRE TRANSFER,settled
BNK-201525,REF-457004,03/18/2026,-14394.34,USD,Gonzalez-Mcdaniel,ACH DEBIT,settled
BNK-201526,REF-581810,04/18/2026,-24340.55,EUR,Charles-Butler,Payout Execution,settled
BNK-201527,REF-173494,03/30/2026,-12940.36,GBP,Lane-Hines,Payout Execution,settled
BNK-201528,REF-584903,03/23/2026,-4958.89,EUR,Wilson Ltd,Payout Execution,settled
BNK-201529,ref659877,05/01/2026,-19078.41,USD,Arellano-Whitaker,ACH DEBIT,settled
BNK-201530,REF-500496,02/23/2026,-10394.61,EUR,Schneider Ltd,ACH DEBIT,settled
BNK-201531,REF-205125,2026-04-29,-17952.86,EUR,"Pena, Jones and Sanchez",WIRE TRANSFER,settled
BNK-201532,REF-168970,2026-03-25,-10542.08,USD,Price PLC,Vendor Settlement,settled
BNK-201533,REF-827228,04/28/2026,-15421.01,GBP,Kirk-Henson,WIRE TRANSFER,settled
BNK-201534,REF-312643,2026-04-06,-10082.03,USD,Allen Group,Payout Execution,settled
BNK-201535,REF-372428,2026-02-12,-6254.25,gbp,"Martinez, Joseph and Simmons",WIRE TRANSFER,settled
BNK-201536,REF-342428,2026-02-11,-23653.58,USD,Lopez-Stout,WIRE TRANSFER,settled
BNK-201537,ref332065,2026-04-25,-6221.8,GBP,"Evans, Conway and Hall",WIRE TRANSFER,settled
BNK-201538,REF-764315,2026-01-05,-3834.36,eur,Kim Group,ACH DEBIT,settled
BNK-201539,REF-194135,2026-04-02,-8183.17,USD,"Salinas, Barnes and Cooper",Vendor Settlement,settled
BNK-201540,REF-952505,2026-02-18,-7656.07,USD,Mata Inc,ACH DEBIT,settled
BNK-201541,REF-366263,03/20/2026,-17894.53,USD,Newman-Thomas,Payout Execution,settled
BNK-201542,REF-980694,2026-01-04,-24517.02,EUR,Brown and Sons,Vendor Settlement,settled
